"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"All DACs",171,150,19,2,0,20,15,5,2,0,20,15,5,2,0,"03/05/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/06/2020"
"JAAMH",27,18,0,9,0,4,4,0,1,0,4,4,0,1,0,"03/06/2020"
"Kids First DAC",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2020"
"NCATS",6,0,0,0,6,1,0,0,0,1,1,0,0,0,1,"03/06/2020"
"NCI DAC",65,50,15,0,0,20,17,5,0,0,20,17,5,0,0,"03/06/2020"
"NEI",5,2,3,0,0,1,1,1,0,0,1,1,1,0,0,"03/06/2020"
"NHGRI",32,23,9,0,0,15,11,5,0,0,15,11,5,0,0,"03/06/2020"
"NHLBI",32,26,6,0,0,6,5,1,0,0,6,5,1,0,0,"03/06/2020"
"NIAID",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/06/2020"
"NIAMS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/06/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2020"
"NIGMS",5,4,0,0,1,4,3,0,0,1,4,3,0,0,1,"03/06/2020"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2020"
"All DACs",185,134,33,10,8,31,27,9,1,2,29,26,9,1,2,"03/06/2020"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2020"
"All DACs",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2020"
"JAAMH",11,5,6,0,0,2,1,1,0,0,2,1,1,0,0,"03/08/2020"
"NCI DAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/08/2020"
"NHGRI",3,2,1,0,0,3,2,1,0,0,2,2,1,0,0,"03/08/2020"
"All DACs",16,9,7,0,0,5,4,2,0,0,4,3,2,0,0,"03/08/2020"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/09/2020"
"JAAMH",26,26,0,0,0,9,9,0,0,0,9,9,0,0,0,"03/09/2020"
"NCI DAC",32,31,1,0,0,13,12,1,0,0,13,12,1,0,0,"03/09/2020"
"NEI",8,8,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/09/2020"
"NHGRI",58,54,3,0,1,19,17,2,0,1,19,17,2,0,1,"03/09/2020"
"NHLBI",69,61,8,0,0,6,4,2,0,0,6,4,2,0,0,"03/09/2020"
"NIAMS",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"03/09/2020"
"NICHD",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/09/2020"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2020"
"NINDS",7,7,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2020"
"All DACs",210,196,13,0,1,35,33,6,0,1,32,30,6,0,1,"03/09/2020"
"JAAMH",51,51,0,0,0,6,6,0,0,0,5,5,0,0,0,"03/10/2020"
"NCI DAC",22,19,3,0,0,12,9,3,0,0,12,9,3,0,0,"03/10/2020"
"NHGRI",23,19,4,0,0,11,8,3,0,0,11,8,3,0,0,"03/10/2020"
"NHLBI",170,157,13,0,0,8,5,4,0,0,8,5,4,0,0,"03/10/2020"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2020"
"NIAMS",6,2,4,0,0,3,1,3,0,0,3,1,3,0,0,"03/10/2020"
"NIDDK",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/10/2020"
"NIGMS",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"03/10/2020"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2020"
"All DACs",284,259,24,1,0,29,23,11,1,0,27,22,11,1,0,"03/10/2020"
"CDAC",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2020"
"JAAMH",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/11/2020"
"Kids First DAC",8,7,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/11/2020"
"NCI DAC",29,22,7,0,0,6,4,4,0,0,6,4,4,0,0,"03/11/2020"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2020"
"NHGRI",16,14,2,0,0,8,6,2,0,0,7,5,2,0,0,"03/11/2020"
"NHLBI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2020"
"NIDCR",4,2,0,0,2,2,1,0,0,1,2,1,0,0,1,"03/11/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2020"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2020"
"All DACs",67,55,10,0,2,20,15,7,0,1,18,13,7,0,1,"03/11/2020"
"JAAMH",22,22,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/12/2020"
"NCI DAC",30,20,6,0,4,17,13,3,0,1,15,11,3,0,1,"03/12/2020"
"NHGRI",16,9,7,0,0,8,4,4,0,0,8,4,4,0,0,"03/12/2020"
"NHLBI",26,23,3,0,0,4,3,2,0,0,4,3,2,0,0,"03/12/2020"
"NIAMS",4,3,1,0,0,2,2,1,0,0,2,2,1,0,0,"03/12/2020"
"NIDDK",10,10,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/12/2020"
"NINDS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/12/2020"
"All DACs",112,91,17,0,4,30,25,9,0,1,27,23,8,0,1,"03/12/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/13/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/13/2020"
"JAAMH",11,5,6,0,0,4,4,1,0,0,4,4,1,0,0,"03/13/2020"
"NCI DAC",52,52,0,0,0,15,15,0,0,0,11,11,0,0,0,"03/13/2020"
"NHGRI",17,16,1,0,0,7,6,1,0,0,6,5,1,0,0,"03/13/2020"
"NHLBI",80,62,5,0,13,7,6,1,0,1,6,5,1,0,1,"03/13/2020"
"NIDCR",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/13/2020"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/13/2020"
"All DACs",167,142,12,0,13,28,26,3,0,1,21,19,3,0,1,"03/13/2020"
"NCI DAC",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"03/14/2020"
"All DACs",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"03/14/2020"
"NCI DAC",6,3,3,0,0,3,2,1,0,0,3,2,1,0,0,"03/15/2020"
"NHGRI",6,6,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/15/2020"
"NHLBI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2020"
"NIGMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2020"
"NINDS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2020"
"All DACs",20,17,3,0,0,6,5,1,0,0,6,5,1,0,0,"03/15/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2020"
"JAAMH",6,6,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/16/2020"
"NCI DAC",24,21,3,0,0,12,11,1,0,0,12,11,1,0,0,"03/16/2020"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2020"
"NHGRI",21,16,5,0,0,14,12,2,0,0,14,12,2,0,0,"03/16/2020"
"NHLBI",19,19,0,0,0,6,6,0,0,0,6,6,0,0,0,"03/16/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2020"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/16/2020"
"All DACs",77,69,8,0,0,28,26,2,0,0,28,26,2,0,0,"03/16/2020"
"JAAMH",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2020"
"NCI DAC",31,21,10,0,0,14,11,3,0,0,13,11,3,0,0,"03/17/2020"
"NEI",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"03/17/2020"
"NHGRI",12,4,8,0,0,7,4,4,0,0,7,4,4,0,0,"03/17/2020"
"NHLBI",16,16,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/17/2020"
"NIDDK",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/17/2020"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/17/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/17/2020"
"All DACs",72,52,18,2,0,23,17,7,1,0,21,17,6,1,0,"03/17/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/18/2020"
"JAAMH",28,21,0,7,0,10,8,0,2,0,8,6,0,2,0,"03/18/2020"
"NCI DAC",58,57,1,0,0,18,17,1,0,0,18,17,1,0,0,"03/18/2020"
"NHGRI",26,21,5,0,0,11,10,1,0,0,11,10,1,0,0,"03/18/2020"
"NHLBI",29,20,9,0,0,7,3,4,0,0,7,3,4,0,0,"03/18/2020"
"NIDDK",7,7,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/18/2020"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/18/2020"
"NINDS",5,4,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/18/2020"
"All DACs",157,134,16,7,0,42,36,7,2,0,37,31,7,2,0,"03/18/2020"
"CDAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/19/2020"
"NCI DAC",106,102,4,0,0,26,25,2,0,0,13,12,2,0,0,"03/19/2020"
"NHGRI",40,34,6,0,0,12,10,4,0,0,9,7,4,0,0,"03/19/2020"
"NHLBI",20,13,7,0,0,7,5,3,0,0,7,5,3,0,0,"03/19/2020"
"NIAID",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"03/19/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/19/2020"
"NIDCR",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/19/2020"
"NIDDK",10,10,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/19/2020"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/19/2020"
"NINDS",9,0,0,9,0,1,0,0,1,0,1,0,0,1,0,"03/19/2020"
"All DACs",192,161,18,9,4,38,35,9,1,1,23,20,9,1,1,"03/19/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"JAAMH",8,7,0,1,0,4,3,0,1,0,4,3,0,1,0,"03/20/2020"
"NCI DAC",118,117,1,0,0,7,6,1,0,0,7,6,1,0,0,"03/20/2020"
"NEI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"03/20/2020"
"NHGRI",35,33,2,0,0,9,8,1,0,0,9,8,1,0,0,"03/20/2020"
"NHLBI",100,97,3,0,0,5,5,2,0,0,5,5,2,0,0,"03/20/2020"
"NIAID",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/20/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"NIDDK",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"NIGMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/20/2020"
"All DACs",281,271,7,1,2,22,19,4,1,1,22,19,4,1,1,"03/20/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"JAAMH",18,18,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NCI DAC",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NHGRI",44,44,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NHLBI",27,27,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NIDDK",22,22,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NIGMS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/21/2020"
"NINDS",6,5,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/21/2020"
"All DACs",133,132,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/21/2020"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/22/2020"
"NCI DAC",4,2,2,0,0,3,2,1,0,0,3,2,1,0,0,"03/22/2020"
"NHGRI",3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,"03/22/2020"
"All DACs",8,4,4,0,0,6,4,2,0,0,6,4,2,0,0,"03/22/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2020"
"JAAMH",48,41,7,0,0,8,7,1,0,0,7,6,1,0,0,"03/23/2020"
"NCI DAC",50,45,4,0,1,12,9,3,0,1,12,9,3,0,1,"03/23/2020"
"NEI",8,8,0,0,0,4,4,0,0,0,2,2,0,0,0,"03/23/2020"
"NHGRI",14,11,3,0,0,10,8,2,0,0,10,8,2,0,0,"03/23/2020"
"NHLBI",94,14,31,0,49,9,5,3,0,1,7,3,3,0,1,"03/23/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2020"
"NICHD",3,3,0,0,0,3,3,0,0,0,1,1,0,0,0,"03/23/2020"
"NIDCR",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/23/2020"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/23/2020"
"NINDS",12,12,0,0,0,4,4,0,0,0,2,2,0,0,0,"03/23/2020"
"All DACs",236,139,45,0,52,36,27,8,0,3,30,23,7,0,3,"03/23/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2020"
"JAAMH",22,22,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/24/2020"
"NCI DAC",148,115,33,0,0,19,16,6,0,0,17,15,6,0,0,"03/24/2020"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/24/2020"
"NHGRI",48,39,7,0,2,14,11,4,0,1,14,11,4,0,1,"03/24/2020"
"NHLBI",21,19,2,0,0,7,6,1,0,0,7,6,1,0,0,"03/24/2020"
"NIDCR",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/24/2020"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/24/2020"
"NINDS",8,8,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/24/2020"
"All DACs",258,214,42,0,2,32,27,10,0,1,28,24,10,0,1,"03/24/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/25/2020"
"JAAMH",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/25/2020"
"NCI DAC",27,24,3,0,0,10,7,3,0,0,10,7,3,0,0,"03/25/2020"
"NHGRI",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/25/2020"
"NHLBI",28,28,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/25/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/25/2020"
"All DACs",69,66,3,0,0,18,15,3,0,0,18,15,3,0,0,"03/25/2020"
"JAAMH",8,0,0,8,0,2,0,0,2,0,2,0,0,2,0,"03/26/2020"
"NCI DAC",28,25,3,0,0,14,12,2,0,0,13,11,2,0,0,"03/26/2020"
"NHGRI",22,20,2,0,0,11,10,1,0,0,11,10,1,0,0,"03/26/2020"
"NHLBI",88,87,1,0,0,5,4,1,0,0,5,4,1,0,0,"03/26/2020"
"All DACs",146,132,6,8,0,25,21,4,2,0,24,20,4,2,0,"03/26/2020"
"CDAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/27/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/27/2020"
"JAAMH",24,13,0,0,11,7,5,0,0,2,7,5,0,0,2,"03/27/2020"
"NCI DAC",11,7,4,0,0,8,6,2,0,0,8,6,2,0,0,"03/27/2020"
"NEI",6,4,0,0,2,5,4,0,0,1,5,4,0,0,1,"03/27/2020"
"NHGRI",60,57,1,0,2,10,8,1,0,1,10,8,1,0,1,"03/27/2020"
"NHLBI",31,2,29,0,0,6,1,5,0,0,6,1,5,0,0,"03/27/2020"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/27/2020"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/27/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/27/2020"
"NIDDK",6,5,0,0,1,3,2,0,0,1,3,2,0,0,1,"03/27/2020"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/27/2020"
"NINDS",7,4,0,0,3,3,2,0,0,1,3,2,0,0,1,"03/27/2020"
"All DACs",155,99,34,0,22,18,15,7,0,3,18,15,7,0,3,"03/27/2020"
"NCI DAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/28/2020"
"NHGRI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/28/2020"
"All DACs",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/28/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/29/2020"
"JAAMH",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/29/2020"
"NCI DAC",18,16,2,0,0,6,4,2,0,0,6,4,2,0,0,"03/29/2020"
"NHGRI",8,7,1,0,0,5,4,1,0,0,5,4,1,0,0,"03/29/2020"
"NHLBI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/29/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/29/2020"
"All DACs",31,28,3,0,0,9,7,3,0,0,8,6,3,0,0,"03/29/2020"
"CDAC",4,2,0,0,2,4,2,0,0,2,4,2,0,0,2,"03/30/2020"
"ES DAC",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/30/2020"
"JAAMH",104,16,0,0,88,8,4,0,0,4,8,4,0,0,4,"03/30/2020"
"Kids First DAC",4,1,0,0,3,2,1,0,0,1,2,1,0,0,1,"03/30/2020"
"NCATS",3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,"03/30/2020"
"NCI DAC",197,37,14,0,146,17,13,6,0,1,17,13,6,0,1,"03/30/2020"
"NEI",11,1,0,0,10,2,1,0,0,1,2,1,0,0,1,"03/30/2020"
"NHGRI",250,70,11,0,169,15,10,5,0,1,15,10,5,0,1,"03/30/2020"
"NHLBI",271,127,2,0,142,5,3,2,0,1,5,3,2,0,1,"03/30/2020"
"NIAID",10,0,0,1,9,2,0,0,1,1,2,0,0,1,1,"03/30/2020"
"NIAMS",8,4,1,0,3,6,4,1,0,1,6,4,1,0,1,"03/30/2020"
"NICHD",8,0,0,0,8,1,0,0,0,1,1,0,0,0,1,"03/30/2020"
"NIDCD DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/30/2020"
"NIDCR",3,1,0,0,2,2,1,0,0,1,2,1,0,0,1,"03/30/2020"
"NIDDK",52,29,0,0,23,3,2,0,0,1,3,2,0,0,1,"03/30/2020"
"NIGMS",22,6,1,0,15,6,3,1,0,3,6,3,1,0,3,"03/30/2020"
"NINDS",36,5,2,0,29,3,1,1,0,1,3,1,1,0,1,"03/30/2020"
"NINR DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/30/2020"
"All DACs",987,300,31,1,655,39,26,12,1,10,34,25,12,1,7,"03/30/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/31/2020"
"JAAMH",64,63,0,1,0,7,7,0,1,0,7,7,0,1,0,"03/31/2020"
"NCI DAC",41,35,6,0,0,14,10,5,0,0,13,10,5,0,0,"03/31/2020"
"NHGRI",40,36,3,0,1,8,5,3,0,1,8,5,3,0,1,"03/31/2020"
"NHLBI",43,39,4,0,0,7,5,3,0,0,7,5,3,0,0,"03/31/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/31/2020"
"NICHD",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/31/2020"
"NIDCR",2,0,0,1,1,1,0,0,1,1,1,0,0,1,1,"03/31/2020"
"NIDDK",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"03/31/2020"
"NIGMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/31/2020"
"NINDS",24,24,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/31/2020"
"All DACs",223,205,13,2,3,27,20,10,2,3,25,20,10,2,3,"03/31/2020"
"JAAMH",54,38,6,7,3,16,11,1,4,1,16,11,1,4,1,"04/01/2020"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/01/2020"
"NCI DAC",189,167,22,0,0,38,31,7,0,0,35,29,6,0,0,"04/01/2020"
"NEI",7,7,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/01/2020"
"NHGRI",107,104,3,0,0,29,26,3,0,0,28,26,3,0,0,"04/01/2020"
"NHLBI",114,89,25,0,0,10,4,8,0,0,10,4,8,0,0,"04/01/2020"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/01/2020"
"NICHD",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/01/2020"
"NIDCR",3,1,2,0,0,2,1,1,0,0,2,1,1,0,0,"04/01/2020"
"NIDDK",33,33,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/01/2020"
"NIGMS",6,4,1,0,1,4,3,1,0,1,4,3,1,0,1,"04/01/2020"
"NINDS",11,11,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/01/2020"
"All DACs",529,458,59,7,5,69,57,18,4,1,64,54,16,4,1,"04/01/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2020"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2020"
"NCI DAC",48,36,12,0,0,25,18,8,0,0,22,16,8,0,0,"04/02/2020"
"NHGRI",29,25,3,0,1,14,10,3,0,1,14,10,3,0,1,"04/02/2020"
"NHLBI",14,11,3,0,0,6,4,2,0,0,6,4,2,0,0,"04/02/2020"
"NIDDK",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/02/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2020"
"All DACs",97,78,18,0,1,42,30,13,0,1,39,28,13,0,1,"04/02/2020"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2020"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/03/2020"
"JAAMH",13,13,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/03/2020"
"Kids First DAC",9,9,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2020"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/03/2020"
"NCI DAC",78,64,14,0,0,13,11,2,0,0,13,11,2,0,0,"04/03/2020"
"NHGRI",54,50,4,0,0,6,5,2,0,0,6,5,2,0,0,"04/03/2020"
"NHLBI",19,18,1,0,0,5,5,1,0,0,5,5,1,0,0,"04/03/2020"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2020"
"NIDDK",5,0,0,5,0,1,0,0,1,0,1,0,0,1,0,"04/03/2020"
"NIGMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/03/2020"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2020"
"All DACs",187,161,19,6,1,26,22,5,2,1,26,22,5,2,1,"04/03/2020"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/04/2020"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/04/2020"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/04/2020"
"All DACs",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/04/2020"
"NCI DAC",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"04/05/2020"
"NHGRI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/05/2020"
"All DACs",5,4,1,0,0,4,3,1,0,0,4,3,1,0,0,"04/05/2020"
"CDAC",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/06/2020"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2020"
"JAAMH",74,69,0,5,0,7,6,0,2,0,7,6,0,2,0,"04/06/2020"
"NCATS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/06/2020"
"NCI DAC",78,34,44,0,0,26,21,6,0,0,22,18,6,0,0,"04/06/2020"
"NEI",10,8,2,0,0,3,3,1,0,0,3,3,1,0,0,"04/06/2020"
"NHGRI",52,38,13,0,1,17,11,6,0,1,16,10,6,0,1,"04/06/2020"
"NHLBI",40,25,15,0,0,6,5,2,0,0,6,5,2,0,0,"04/06/2020"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/06/2020"
"NIAMS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/06/2020"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2020"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2020"
"NIDDK",26,26,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/06/2020"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2020"
"NINDS",9,9,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/06/2020"
"All DACs",302,219,74,5,4,42,34,11,2,3,36,29,11,2,3,"04/06/2020"
"JAAMH",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/07/2020"
"NCI DAC",38,34,4,0,0,13,11,2,0,0,13,11,2,0,0,"04/07/2020"
"NHGRI",13,13,0,0,0,8,8,0,0,0,8,8,0,0,0,"04/07/2020"
"NHLBI",105,104,1,0,0,5,4,1,0,0,4,3,1,0,0,"04/07/2020"
