"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/27/2015"
"JAAMH",40,29,6,2,3,9,5,1,1,3,9,5,1,1,3,"03/27/2015"
"NCI DAC",9,4,5,0,0,6,4,2,0,0,6,4,2,0,0,"03/27/2015"
"NEI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/27/2015"
"NHGRI",16,13,3,0,0,5,4,1,0,0,5,4,1,0,0,"03/27/2015"
"NHLBI",40,38,0,1,1,7,6,0,1,1,6,5,0,1,1,"03/27/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/27/2015"
"NIAMS",3,1,2,0,0,1,1,1,0,0,1,1,1,0,0,"03/27/2015"
"NICHD",3,1,1,1,0,3,1,1,1,0,3,1,1,1,0,"03/27/2015"
"NIDCR",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"03/27/2015"
"NIDDK",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/27/2015"
"NIGMS",5,3,1,1,0,3,2,1,1,0,3,2,1,1,0,"03/27/2015"
"All DACs",124,95,20,5,4,19,15,4,3,3,18,14,4,3,3,"03/27/2015"
"NCI DAC",2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,"03/28/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/28/2015"
"All DACs",3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,"03/28/2015"
"JAAMH",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/29/2015"
"NCI DAC",4,3,1,0,0,2,1,1,0,0,2,1,1,0,0,"03/29/2015"
"NHGRI",3,2,1,0,0,1,1,1,0,0,1,1,1,0,0,"03/29/2015"
"All DACs",8,5,2,0,1,3,1,2,0,1,3,1,2,0,1,"03/29/2015"
"JAAMH",27,17,6,4,0,5,3,1,2,0,5,3,1,2,0,"03/30/2015"
"NCI DAC",18,15,3,0,0,12,9,3,0,0,11,8,3,0,0,"03/30/2015"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/30/2015"
"NHGRI",11,11,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/30/2015"
"NHLBI",17,2,12,3,0,4,2,1,1,0,4,2,1,1,0,"03/30/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/30/2015"
"NIDDK",12,12,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/30/2015"
"NINDS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/30/2015"
"All DACs",93,65,21,7,0,20,13,5,3,0,19,12,5,3,0,"03/30/2015"
"JAAMH",25,10,7,6,2,7,4,1,1,1,7,4,1,1,1,"03/31/2015"
"NCI DAC",11,10,0,1,0,7,7,0,1,0,7,7,0,1,0,"03/31/2015"
"NHGRI",24,18,6,0,0,2,2,1,0,0,2,2,1,0,0,"03/31/2015"
"NHLBI",5,1,1,3,0,1,1,1,1,0,1,1,1,1,0,"03/31/2015"
"NICHD",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"03/31/2015"
"NIDDK",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"03/31/2015"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/31/2015"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/31/2015"
"All DACs",73,42,14,15,2,12,11,2,3,1,12,11,2,3,1,"03/31/2015"
"JAAMH",46,30,12,1,3,11,8,3,1,1,10,8,3,1,1,"04/01/2015"
"NCI DAC",48,11,7,0,30,12,10,2,0,1,12,10,2,0,1,"04/01/2015"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/01/2015"
"NHGRI",28,13,3,0,12,11,8,3,0,1,11,8,3,0,1,"04/01/2015"
"NHLBI",35,26,9,0,0,9,6,4,0,0,9,6,4,0,0,"04/01/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/01/2015"
"NICHD",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/01/2015"
"NIGMS",2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,"04/01/2015"
"NINDS",3,2,0,1,0,2,2,0,1,0,2,2,0,1,0,"04/01/2015"
"All DACs",165,84,32,3,46,37,28,12,3,2,35,27,12,3,2,"04/01/2015"
"JAAMH",42,27,2,13,0,3,2,2,3,0,3,2,2,3,0,"04/02/2015"
"NCI DAC",59,17,7,1,34,15,12,4,1,1,15,12,4,1,1,"04/02/2015"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2015"
"NHGRI",51,35,4,0,12,7,4,2,0,1,7,4,2,0,1,"04/02/2015"
"NHLBI",19,16,3,0,0,3,3,1,0,0,3,3,1,0,0,"04/02/2015"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/02/2015"
"NICHD",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/02/2015"
"NIDDK",20,1,0,19,0,2,1,0,1,0,2,1,0,1,0,"04/02/2015"
"NIGMS",2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/02/2015"
"NINDS",19,18,0,1,0,4,4,0,1,0,4,4,0,1,0,"04/02/2015"
"All DACs",222,125,16,34,47,23,20,9,4,1,22,19,9,4,1,"04/02/2015"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/03/2015"
"JAAMH",27,22,1,4,0,2,2,1,1,0,2,2,1,1,0,"04/03/2015"
"NCI DAC",82,58,17,7,0,5,5,2,1,0,5,5,2,1,0,"04/03/2015"
"NEI",8,8,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2015"
"NHGRI",103,97,6,0,0,3,3,1,0,0,3,3,1,0,0,"04/03/2015"
"NHLBI",39,2,37,0,0,2,1,1,0,0,2,1,1,0,0,"04/03/2015"
"NIAID",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/03/2015"
"NIAMS",7,4,3,0,0,1,1,1,0,0,1,1,1,0,0,"04/03/2015"
"NICHD",5,4,1,0,0,1,1,1,0,0,1,1,1,0,0,"04/03/2015"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/03/2015"
"NIDDK",5,0,0,5,0,1,0,0,1,0,1,0,0,1,0,"04/03/2015"
"NIGMS",11,5,0,6,0,1,1,0,1,0,1,1,0,1,0,"04/03/2015"
"NINDS",17,16,1,0,0,2,2,1,0,0,2,2,1,0,0,"04/03/2015"
"All DACs",309,220,67,22,0,8,8,3,1,0,8,8,3,1,0,"04/03/2015"
"NCI DAC",36,1,1,0,34,2,1,1,0,1,2,1,1,0,1,"04/04/2015"
"NHGRI",16,3,13,0,0,3,1,2,0,0,3,1,2,0,0,"04/04/2015"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/04/2015"
"All DACs",53,4,14,0,35,3,1,2,0,1,3,1,2,0,1,"04/04/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/05/2015"
"JAAMH",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/05/2015"
"NHGRI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/05/2015"
"All DACs",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/05/2015"
"CDAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/06/2015"
"JAAMH",16,15,0,1,0,7,7,0,1,0,6,6,0,1,0,"04/06/2015"
"NCI DAC",11,9,1,1,0,7,6,1,1,0,7,6,1,1,0,"04/06/2015"
"NEI",4,3,1,0,0,2,2,1,0,0,2,2,1,0,0,"04/06/2015"
"NHGRI",6,5,1,0,0,5,4,1,0,0,5,4,1,0,0,"04/06/2015"
"NHLBI",8,8,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/06/2015"
"NIAMS",2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,"04/06/2015"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/06/2015"
"NINDS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/06/2015"
"All DACs",53,45,5,3,0,19,17,2,3,0,18,16,2,3,0,"04/06/2015"
"CDAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/07/2015"
"JAAMH",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/07/2015"
"NCI DAC",56,44,11,0,1,16,14,3,0,1,15,13,3,0,1,"04/07/2015"
"NHGRI",16,15,1,0,0,5,5,1,0,0,5,5,1,0,0,"04/07/2015"
"NHLBI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/07/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/07/2015"
"All DACs",79,65,12,1,1,24,21,3,1,1,23,20,3,1,1,"04/07/2015"
"JAAMH",11,10,0,1,0,4,3,0,1,0,4,3,0,1,0,"04/08/2015"
"NCI DAC",7,5,2,0,0,4,3,1,0,0,4,3,1,0,0,"04/08/2015"
"NEI",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/08/2015"
"NHGRI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/08/2015"
"NHLBI",7,4,3,0,0,3,2,1,0,0,3,2,1,0,0,"04/08/2015"
"NICHD",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"04/08/2015"
"All DACs",36,29,6,1,0,13,11,3,1,0,13,11,3,1,0,"04/08/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/09/2015"
"JAAMH",49,34,0,15,0,7,6,0,2,0,7,6,0,2,0,"04/09/2015"
"NCI DAC",24,20,4,0,0,8,7,1,0,0,8,7,1,0,0,"04/09/2015"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/09/2015"
"NHGRI",13,13,0,0,0,5,5,0,0,0,5,5,0,0,0,"04/09/2015"
"NHLBI",32,30,2,0,0,3,3,1,0,0,3,3,1,0,0,"04/09/2015"
"NIGMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/09/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/09/2015"
"All DACs",123,101,6,15,1,16,13,2,2,1,15,13,2,2,1,"04/09/2015"
"CDAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/10/2015"
"JAAMH",15,8,7,0,0,3,2,1,0,0,3,2,1,0,0,"04/10/2015"
"NCI DAC",4,3,1,0,0,2,1,1,0,0,2,1,1,0,0,"04/10/2015"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/10/2015"
"All DACs",21,12,8,0,1,5,3,2,0,1,5,3,2,0,1,"04/10/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04/11/2015"
"NCI DAC",5,4,0,1,0,1,1,0,1,0,1,1,0,1,0,"04/12/2015"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/12/2015"
"All DACs",6,5,0,1,0,2,2,0,1,0,2,2,0,1,0,"04/12/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/13/2015"
"JAAMH",9,0,0,2,7,3,0,0,1,2,2,0,0,1,2,"04/13/2015"
"NCI DAC",21,21,0,0,0,9,9,0,0,0,9,9,0,0,0,"04/13/2015"
"NEI",2,1,0,0,1,2,1,0,0,1,1,1,0,0,1,"04/13/2015"
"NHGRI",24,13,11,0,0,6,5,2,0,0,6,5,2,0,0,"04/13/2015"
"NHLBI",36,36,0,0,0,4,4,0,0,0,3,3,0,0,0,"04/13/2015"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/13/2015"
"NICHD",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/13/2015"
"NIDDK",7,7,0,0,0,3,3,0,0,0,2,2,0,0,0,"04/13/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/13/2015"
"NINDS",5,3,0,2,0,2,1,0,1,0,2,1,0,1,0,"04/13/2015"
"All DACs",109,85,11,5,8,18,16,2,3,2,17,15,2,3,2,"04/13/2015"
"JAAMH",14,8,6,0,0,3,2,1,0,0,3,2,1,0,0,"04/14/2015"
"NCI DAC",12,9,3,0,0,9,6,3,0,0,8,5,3,0,0,"04/14/2015"
"NEI",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/14/2015"
"NHGRI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/14/2015"
"NHLBI",19,19,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/14/2015"
"NIAMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"04/14/2015"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/14/2015"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/14/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/14/2015"
"All DACs",61,49,9,1,2,14,10,4,1,1,13,9,4,1,1,"04/14/2015"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/15/2015"
"JAAMH",16,9,1,1,5,6,4,1,1,1,5,4,1,1,1,"04/15/2015"
"NCI DAC",50,46,3,1,0,13,11,2,1,0,10,9,2,1,0,"04/15/2015"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/15/2015"
"NHGRI",16,16,0,0,0,5,5,0,0,0,3,3,0,0,0,"04/15/2015"
"NHLBI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/15/2015"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/15/2015"
"NIDDK",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"04/15/2015"
"NIGMS",2,1,0,1,0,1,1,0,1,0,1,1,0,1,0,"04/15/2015"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/15/2015"
"All DACs",98,86,4,3,5,22,19,3,3,1,12,11,3,3,1,"04/15/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/16/2015"
"JAAMH",30,24,6,0,0,5,4,1,0,0,5,4,1,0,0,"04/16/2015"
"NCI DAC",16,9,3,0,4,9,6,3,0,1,9,6,3,0,1,"04/16/2015"
"NHGRI",9,8,1,0,0,5,4,1,0,0,5,4,1,0,0,"04/16/2015"
"NHLBI",10,10,0,0,0,6,6,0,0,0,6,6,0,0,0,"04/16/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/16/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/16/2015"
"All DACs",68,54,10,0,4,20,15,5,0,1,20,15,5,0,1,"04/16/2015"
"JAAMH",40,33,6,0,1,8,8,1,0,1,7,7,1,0,1,"04/17/2015"
"NCI DAC",37,34,2,1,0,11,9,2,1,0,11,9,2,1,0,"04/17/2015"
"NEI",9,9,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/17/2015"
"NHGRI",40,40,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/17/2015"
"NHLBI",24,21,1,2,0,6,4,1,1,0,6,4,1,1,0,"04/17/2015"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/17/2015"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/17/2015"
"NIDDK",18,17,0,1,0,4,3,0,1,0,3,3,0,1,0,"04/17/2015"
"NIGMS",8,4,0,4,0,4,3,0,2,0,4,3,0,2,0,"04/17/2015"
"NINDS",21,20,1,0,0,5,4,1,0,0,5,4,1,0,0,"04/17/2015"
"All DACs",201,182,10,8,1,23,20,4,5,1,18,16,4,5,1,"04/17/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04/18/2015"
"JAAMH",12,5,0,6,1,2,2,0,2,1,2,2,0,2,1,"04/19/2015"
"NCI DAC",8,5,3,0,0,3,2,2,0,0,3,2,2,0,0,"04/19/2015"
"NHGRI",12,1,11,0,0,2,1,1,0,0,2,1,1,0,0,"04/19/2015"
"NHLBI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/19/2015"
"NIAMS",3,1,2,0,0,1,1,1,0,0,1,1,1,0,0,"04/19/2015"
"NIDCR",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"04/19/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/19/2015"
"NINDS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/19/2015"
"All DACs",42,18,16,6,2,6,4,3,2,2,6,4,3,2,2,"04/19/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/20/2015"
"JAAMH",14,7,6,0,1,5,3,1,0,1,5,3,1,0,1,"04/20/2015"
"NCI DAC",13,13,0,0,0,9,9,0,0,0,9,9,0,0,0,"04/20/2015"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/20/2015"
"NHGRI",10,9,1,0,0,5,4,1,0,0,5,4,1,0,0,"04/20/2015"
"NHLBI",7,3,4,0,0,3,1,2,0,0,3,1,2,0,0,"04/20/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/20/2015"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/20/2015"
"NINDS",6,3,2,1,0,2,1,1,1,0,2,1,1,1,0,"04/20/2015"
"All DACs",55,40,13,1,1,17,14,4,1,1,17,14,4,1,1,"04/20/2015"
"CDAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/21/2015"
"JAAMH",49,35,9,5,0,9,6,2,2,0,9,6,2,2,0,"04/21/2015"
"NCI DAC",29,28,1,0,0,8,7,1,0,0,8,7,1,0,0,"04/21/2015"
"NHGRI",18,17,1,0,0,11,11,1,0,0,11,11,1,0,0,"04/21/2015"
"NHLBI",9,7,1,1,0,4,4,1,1,0,4,4,1,1,0,"04/21/2015"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/21/2015"
"NIDCR",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"04/21/2015"
"NIDDK",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/21/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/21/2015"
"All DACs",113,93,13,7,0,19,16,4,4,0,19,16,4,4,0,"04/21/2015"
"JAAMH",8,8,0,0,0,5,5,0,0,0,5,5,0,0,0,"04/22/2015"
"NCI DAC",28,20,4,0,4,11,9,2,0,1,11,9,2,0,1,"04/22/2015"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/22/2015"
"NHGRI",33,31,2,0,0,8,8,2,0,0,8,8,2,0,0,"04/22/2015"
"NHLBI",15,14,1,0,0,6,6,1,0,0,6,6,1,0,0,"04/22/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/22/2015"
"NIDDK",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/22/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/22/2015"
"All DACs",94,83,7,0,4,21,19,5,0,1,21,19,5,0,1,"04/22/2015"
"JAAMH",52,50,0,2,0,4,3,0,1,0,4,3,0,1,0,"04/23/2015"
"NCI DAC",34,29,1,2,2,9,8,1,1,1,9,8,1,1,1,"04/23/2015"
"NHGRI",24,23,1,0,0,7,7,1,0,0,7,7,1,0,0,"04/23/2015"
"NHLBI",17,13,4,0,0,4,3,1,0,0,4,3,1,0,0,"04/23/2015"
"NIAMS",3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,"04/23/2015"
"All DACs",130,115,9,4,2,18,16,4,2,1,17,15,4,2,1,"04/23/2015"
"JAAMH",15,2,6,0,7,3,1,1,0,2,3,1,1,0,2,"04/24/2015"
"NCI DAC",25,25,0,0,0,4,4,0,0,0,4,4,0,0,0,"04/24/2015"
"NHGRI",26,24,2,0,0,4,4,1,0,0,4,4,1,0,0,"04/24/2015"
"NHLBI",3,1,2,0,0,2,1,2,0,0,2,1,2,0,0,"04/24/2015"
"NIDCR",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/24/2015"
"All DACs",71,54,10,0,7,10,9,3,0,2,10,9,3,0,2,"04/24/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04/25/2015"
"NHGRI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/26/2015"
"All DACs",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/26/2015"
"JAAMH",10,0,6,1,3,2,0,1,1,1,2,0,1,1,1,"04/27/2015"
"NCI DAC",18,17,1,0,0,9,8,1,0,0,9,8,1,0,0,"04/27/2015"
"NHGRI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/27/2015"
"NHLBI",8,8,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/27/2015"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/27/2015"
"NIDDK",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/27/2015"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/27/2015"
"NINDS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/27/2015"
"All DACs",54,42,7,2,3,18,15,2,2,1,17,15,2,1,1,"04/27/2015"
"JAAMH",44,34,0,8,2,7,7,0,1,1,6,6,0,1,1,"04/28/2015"
"NCI DAC",61,40,3,16,2,15,11,3,1,2,14,10,3,1,2,"04/28/2015"
"NEI",8,4,1,3,0,2,1,1,1,0,2,1,1,1,0,"04/28/2015"
"NHGRI",63,61,0,0,2,6,5,0,0,1,5,4,0,0,1,"04/28/2015"
"NHLBI",6,6,0,0,0,2,2,0,0,0,2,2,0,0,0,"04/28/2015"
"NIAMS",10,4,0,6,0,3,2,0,1,0,3,2,0,1,0,"04/28/2015"
"NICHD",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/28/2015"
"NIDCR",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"04/28/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/28/2015"
"NIGMS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/28/2015"
"NINDS",17,2,0,15,0,2,1,0,1,0,2,1,0,1,0,"04/28/2015"
"All DACs",220,160,4,50,6,25,21,4,1,3,23,19,4,1,3,"04/28/2015"
"JAAMH",29,17,6,1,5,8,5,1,1,2,8,5,1,1,2,"04/29/2015"
"NCI DAC",21,20,1,0,0,8,8,1,0,0,8,8,1,0,0,"04/29/2015"
"NEI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"04/29/2015"
"NHGRI",13,13,0,0,0,7,7,0,0,0,7,7,0,0,0,"04/29/2015"
"NHLBI",15,4,8,3,0,5,3,1,1,0,5,3,1,1,0,"04/29/2015"
"NIAMS",3,2,0,0,1,2,1,0,0,1,2,1,0,0,1,"04/29/2015"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/29/2015"
"All DACs",90,65,15,4,6,21,20,3,1,2,18,17,3,1,2,"04/29/2015"
"ES DAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"04/30/2015"
"JAAMH",24,19,0,5,0,6,5,0,1,0,6,5,0,1,0,"04/30/2015"
"NCI DAC",122,47,2,73,0,9,9,2,2,0,9,9,2,2,0,"04/30/2015"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/30/2015"
"NHGRI",52,51,1,0,0,10,9,1,0,0,10,9,1,0,0,"04/30/2015"
"NHLBI",30,9,21,0,0,5,3,3,0,0,5,3,3,0,0,"04/30/2015"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/30/2015"
"NIGMS",5,0,0,1,4,2,0,0,1,1,2,0,0,1,1,"04/30/2015"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"04/30/2015"
"All DACs",237,129,24,80,4,18,16,6,3,1,17,15,6,3,1,"04/30/2015"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"05/01/2015"
"JAAMH",16,11,0,4,1,8,4,0,3,1,8,4,0,3,1,"05/01/2015"
"NCI DAC",58,53,4,1,0,25,22,3,1,0,24,22,3,1,0,"05/01/2015"
"NHGRI",27,27,0,0,0,9,9,0,0,0,9,9,0,0,0,"05/01/2015"
"NHLBI",27,20,5,0,2,7,5,2,0,1,7,5,2,0,1,"05/01/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/01/2015"
"NIDCR",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"05/01/2015"
"NIGMS",4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,"05/01/2015"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/01/2015"
"All DACs",140,122,10,5,3,39,31,6,4,1,37,31,6,4,1,"05/01/2015"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05/02/2015"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/03/2015"
"All DACs",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/03/2015"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/04/2015"
"JAAMH",76,50,16,10,0,10,7,4,1,0,10,7,4,1,0,"05/04/2015"
"NCI DAC",47,36,9,2,0,18,15,3,2,0,18,15,3,2,0,"05/04/2015"
"NEI",23,16,7,0,0,5,5,1,0,0,5,5,1,0,0,"05/04/2015"
"NHGRI",45,45,0,0,0,16,16,0,0,0,8,8,0,0,0,"05/04/2015"
"NHLBI",56,30,1,25,0,8,6,1,2,0,7,5,1,2,0,"05/04/2015"
"NIAMS",6,2,0,4,0,2,1,0,1,0,2,1,0,1,0,"05/04/2015"
"NICHD",3,3,0,0,0,2,2,0,0,0,1,1,0,0,0,"05/04/2015"
"NIDDK",9,9,0,0,0,6,6,0,0,0,3,3,0,0,0,"05/04/2015"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/04/2015"
"NINDS",28,23,5,0,0,5,5,1,0,0,5,5,1,0,0,"05/04/2015"
"All DACs",295,216,38,41,0,45,39,6,5,0,30,24,6,5,0,"05/04/2015"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"05/05/2015"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/05/2015"
"JAAMH",58,48,0,8,2,14,12,0,1,2,10,9,0,1,2,"05/05/2015"
"NCI DAC",39,37,2,0,0,12,10,2,0,0,12,10,2,0,0,"05/05/2015"
"NEI",14,7,3,0,4,4,3,1,0,1,4,3,1,0,1,"05/05/2015"
"NHGRI",66,61,5,0,0,12,10,2,0,0,11,9,2,0,0,"05/05/2015"
"NHLBI",19,11,3,5,0,6,5,1,1,0,6,5,1,1,0,"05/05/2015"
"NIAID",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"05/05/2015"
"NIAMS",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/05/2015"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"05/05/2015"
