"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"NHGRI",0,11,4.9,0.7,7,2.4,0,9,0.2,0,0,0,NA,NA,NA,0.7,10.2,2.6,"03/09/2020"
"NHLBI",0,7.9,4.6,8.1,15.4,14.4,0,0.2,0,0,0,0,NA,NA,NA,8.1,15.5,14.4,"03/09/2020"
"NIAMS",0.1,5.5,2.8,7.1,7.2,7.2,1,1,1,1,1,1,NA,NA,NA,8.1,8.2,8.2,"03/09/2020"
"NICHD",0,1.4,0.7,3.7,4,3.9,0,0,0,NA,NA,NA,NA,NA,NA,3.7,4,3.9,"03/09/2020"
"NIDDK",5.5,5.5,5.5,23.4,23.4,23.4,0,0,0,NA,NA,NA,NA,NA,NA,23.5,23.5,23.5,"03/09/2020"
"NIGMS",0.1,0.1,0.1,51.4,51.4,51.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,51.5,51.5,51.5,"03/09/2020"
"NINDS",5.2,5.2,5.2,3.1,3.1,3.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,3.2,3.2,3.2,"03/09/2020"
"All DACs",0,11,4.7,0.1,51.4,6.6,0,14.2,2.1,0,1,0.1,NA,NA,NA,0.1,51.5,8.6,"03/09/2020"
"JAAMH",0,7.9,5.1,0.1,0.3,0.3,14.2,43.1,15.9,NA,NA,NA,NA,NA,NA,14.3,43.2,16.2,"03/10/2020"
"NCI DAC",0,28.8,5.4,0,5.2,1.6,0,3.8,0.6,0,0,0,NA,NA,NA,0,9,2.2,"03/10/2020"
"NHGRI",0,15,5.3,0.2,6.1,2.3,0,29,16,0,3.3,1.1,NA,NA,NA,0.5,29.3,15.8,"03/10/2020"
"NHLBI",0,8,7.2,7,20.1,9.2,0,14.2,1.8,0,9.4,1.4,NA,NA,NA,7,34.3,11,"03/10/2020"
"NIAID",5.9,5.9,5.9,78.3,78.3,78.3,27.2,27.2,27.2,NA,NA,NA,NA,NA,NA,105.5,105.5,105.5,"03/10/2020"
"NIAMS",0,7.9,1.3,6,6,6,8,8,8,1,1,1,NA,NA,NA,7,13.9,9.3,"03/10/2020"
"NIDDK",5.9,8,6.6,22.3,41.2,38,0,6.8,4.5,NA,NA,NA,NA,NA,NA,22.3,47.9,42.5,"03/10/2020"
"NIGMS",5.7,7.9,6.8,50.1,50.2,50.1,0.1,0.1,0.1,NA,NA,NA,0.1,0.1,0.1,50.2,50.2,50.2,"03/10/2020"
"NINDS",7.9,7.9,7.9,2.1,2.1,2.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"03/10/2020"
"All DACs",0,28.8,6.4,0,78.3,7.5,0,43.1,5.7,0,9.4,1.1,0.1,0.1,0.1,0,105.5,12.8,"03/10/2020"
"CDAC",98.3,98.3,98.3,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,5,5,5,"03/11/2020"
"ES DAC",0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,2,"03/11/2020"
"JAAMH",0,1.1,0.6,0.8,0.9,0.8,12.4,12.4,12.4,NA,NA,NA,NA,NA,NA,13.1,13.3,13.2,"03/11/2020"
"Kids First DAC",0.4,0.4,0.4,4.2,4.2,4.2,0,3.8,1.6,3.8,3.8,3.8,NA,NA,NA,4.2,8,6.1,"03/11/2020"
"NCI DAC",0,1.1,0.5,0.2,0.9,0.5,0,1,0.1,0,0,0,NA,NA,NA,0.3,1.2,0.7,"03/11/2020"
"NEI",14,14,14,26,26,26,7,7,7,NA,NA,NA,NA,NA,NA,33,33,33,"03/11/2020"
"NHGRI",0,22.1,3,0,5.2,0.6,0,7,0.7,0,0,0,NA,NA,NA,0,7.5,1.2,"03/11/2020"
"NHLBI",1.6,1.6,1.6,19.1,19.1,19.1,9.9,9.9,9.9,NA,NA,NA,NA,NA,NA,29,29,29,"03/11/2020"
"NIDCR",0,0.4,0.2,5.9,6.2,6,1,1,1,NA,NA,NA,NA,NA,NA,7.1,7.1,7.1,"03/11/2020"
"NIGMS",0.8,0.8,0.8,49.1,49.1,49.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,49.2,49.2,49.2,"03/11/2020"
"NINDS",0,0,0,0.8,0.8,0.8,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.9,0.9,0.9,"03/11/2020"
"All DACs",0,98.3,4.2,0,49.1,2.8,0,12.4,1.4,0,3.8,0.4,NA,NA,NA,0,49.2,3.9,"03/11/2020"
"JAAMH",0,65.2,4.5,0,1.1,0.9,12.4,19.2,17.8,NA,NA,NA,NA,NA,NA,12.4,20.3,18.7,"03/12/2020"
"NCI DAC",0,11.2,5.5,0,3.8,1.5,0,3.8,0.2,0,0.1,0,NA,NA,NA,0,7.2,1.4,"03/12/2020"
"NHGRI",0.1,10.1,4,0.1,0.9,0.7,0,0,0,0,0.1,0,NA,NA,NA,0.1,0.9,0.7,"03/12/2020"
"NHLBI",0.6,15.9,13.6,17.8,18.2,18,0,10,8.7,10,10,10,NA,NA,NA,18.2,28,26.8,"03/12/2020"
"NIAMS",0.1,0.8,0.3,3.8,4,3.9,0.9,1,0.9,1,1,1,NA,NA,NA,4.8,5,4.8,"03/12/2020"
"NIDDK",0.1,15.9,6.3,38.9,39.2,38.9,0,6.8,3.4,NA,NA,NA,NA,NA,NA,39,45.9,42.3,"03/12/2020"
"NINDS",0.1,16.1,8.1,7.8,7.9,7.9,0,14.1,8.6,NA,NA,NA,NA,NA,NA,7.8,22,16.4,"03/12/2020"
"All DACs",0,65.2,7,0,39.2,8.8,0,19.2,7.3,0,10,1.8,NA,NA,NA,0,45.9,15.4,"03/12/2020"
"CDAC",0.8,0.8,0.8,14,14,14,0,0,0,NA,NA,NA,NA,NA,NA,14,14,14,"03/13/2020"
"ES DAC",7.1,7.1,7.1,6,6,6,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,6.8,6.8,6.8,"03/13/2020"
"JAAMH",0.3,9.5,6.9,0,0.8,0.6,19.2,19.2,19.2,3,3,3,NA,NA,NA,3.8,20,10.9,"03/13/2020"
"NCI DAC",0,45.8,6.3,2.1,3.4,2.9,0,3.8,0.2,NA,NA,NA,NA,NA,NA,2.8,6,3.1,"03/13/2020"
"NHGRI",0.6,16.9,7.6,0.1,2.8,0.7,0,2.3,0.4,0,0,0,NA,NA,NA,0.1,5.1,1.1,"03/13/2020"
"NHLBI",0.8,11,8.4,2.9,17.6,8,0,10,0.2,0,0,0,NA,NA,NA,2.9,26.8,8.2,"03/13/2020"
"NIDCR",7.1,7.1,7.1,4.1,4.1,4.1,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,5,5,5,"03/13/2020"
"NIGMS",0.8,7.1,3.9,46.9,47,46.9,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,47,47.1,47,"03/13/2020"
"All DACs",0,45.8,7.5,0,47,5.4,0,19.2,0.9,0,3,1.5,NA,NA,NA,0.1,47.1,6.4,"03/13/2020"
"NCI DAC",1.9,1.9,1.9,1.7,1.7,1.7,NA,NA,NA,0,0,0,NA,NA,NA,1.7,1.7,1.7,"03/14/2020"
"All DACs",1.9,1.9,1.9,1.7,1.7,1.7,NA,NA,NA,0,0,0,NA,NA,NA,1.7,1.7,1.7,"03/14/2020"
"NCI DAC",0.7,42,8.1,0.7,1.4,1.1,0,0,0,0,0,0,NA,NA,NA,0.7,1.4,1.2,"03/15/2020"
"NHGRI",2.2,45.9,22.8,0.7,1.2,0.9,0,9.1,1.5,0,0,0,NA,NA,NA,0.8,9.8,2.5,"03/15/2020"
"NHLBI",45.9,45.9,45.9,15.2,15.2,15.2,0,0,0,NA,NA,NA,NA,NA,NA,15.2,15.2,15.2,"03/15/2020"
"NIGMS",45.9,45.9,45.9,45.1,45.1,45.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,45.2,45.2,45.2,"03/15/2020"
"NINDS",4.8,4.8,4.8,5.2,5.2,5.2,6,6,6,NA,NA,NA,NA,NA,NA,11.3,11.3,11.3,"03/15/2020"
"All DACs",0.7,45.9,23.5,0.7,45.1,10.2,0,9.1,1.3,0,0,0,NA,NA,NA,0.7,45.2,11.3,"03/15/2020"
"CDAC",4,4,4,11.2,11.2,11.2,0,0,0,NA,NA,NA,NA,NA,NA,11.2,11.2,11.2,"03/16/2020"
"JAAMH",0,13.8,3.9,0,0.3,0.1,16.4,16.4,16.4,NA,NA,NA,NA,NA,NA,16.4,16.7,16.5,"03/16/2020"
"NCI DAC",0,16.4,3.2,0,6.5,1.2,0,3.1,0.4,0.3,0.3,0.3,NA,NA,NA,0,9.3,1.6,"03/16/2020"
"NEI",4,4,4,21.2,21.2,21.2,7,7,7,NA,NA,NA,NA,NA,NA,28.2,28.2,28.2,"03/16/2020"
"NHGRI",0,15.1,4.5,0.2,6.8,1.1,0,2.3,0.3,0,0,0,NA,NA,NA,0.2,9.1,1.4,"03/16/2020"
"NHLBI",0,4,1.5,0.5,14.5,11.4,0,29.2,9.1,NA,NA,NA,NA,NA,NA,14.2,30.3,20.6,"03/16/2020"
"NIDDK",0,0,0,34.8,34.8,34.8,0,0,0,NA,NA,NA,NA,NA,NA,34.9,34.9,34.9,"03/16/2020"
"NIGMS",3,3,3,44.1,44.1,44.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,44.2,44.2,44.2,"03/16/2020"
"NINDS",1.1,4,2.1,3.9,4.1,3.9,0,14.1,9.4,NA,NA,NA,NA,NA,NA,4.1,18,13.3,"03/16/2020"
"All DACs",0,16.4,3.1,0,44.1,5.1,0,29.2,4.6,0,0.3,0.1,NA,NA,NA,0,44.2,9.3,"03/16/2020"
"JAAMH",2.9,2.9,2.9,1.2,1.2,1.2,14.3,14.3,14.3,NA,NA,NA,NA,NA,NA,15.5,15.5,15.5,"03/17/2020"
"NCI DAC",0,127,7.5,0.1,5.6,1.2,0,2.9,0.4,0,0.3,0.2,NA,NA,NA,0.5,8.5,1.5,"03/17/2020"
"NEI",0.8,0.8,0.8,20.2,20.2,20.2,NA,NA,NA,NA,NA,NA,7,7,7,27.2,27.2,27.2,"03/17/2020"
"NHGRI",0,5.9,3.5,0,5.5,0.6,0,2.3,0.6,0,7.2,1.2,NA,NA,NA,0,7.9,1.6,"03/17/2020"
"NHLBI",0.2,3.8,3.5,12.6,13.9,13,0,14.4,13.2,NA,NA,NA,NA,NA,NA,13.9,27.4,26.2,"03/17/2020"
"NIDDK",0.5,3.8,1.9,34.1,34.3,34.2,0,6.8,1.7,NA,NA,NA,NA,NA,NA,34.2,40.8,35.9,"03/17/2020"
"NIGMS",2.9,3.8,3.5,43,43.1,43.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,43.1,43.2,43.2,"03/17/2020"
"NINDS",2.9,2.9,2.9,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"03/17/2020"
"All DACs",0,127,5,0,43.1,7.8,0,14.4,5.3,0,7.2,0.6,7,7,7,0,43.2,12,"03/17/2020"
"CDAC",0.9,0.9,0.9,9.2,9.2,9.2,0,0,0,NA,NA,NA,NA,NA,NA,9.2,9.2,9.2,"03/18/2020"
"JAAMH",0,15.2,1.2,0,0.5,0.2,14.2,14.3,14.3,NA,NA,NA,0,0.1,0.1,0.1,14.6,10.9,"03/18/2020"
"NCI DAC",0,13.9,1.4,0,2.9,1.3,0,0.8,0.2,0.8,0.8,0.8,NA,NA,NA,0,3.2,1.5,"03/18/2020"
"NHGRI",0,15.2,1,0,0.4,0.1,0,7.2,0.3,0,0,0,NA,NA,NA,0,7.6,0.4,"03/18/2020"
"NHLBI",0,15.2,9.3,5.8,15,12.4,0,13,1.3,0,10,1.1,NA,NA,NA,5.8,28,13.7,"03/18/2020"
"NIDDK",0.9,15.2,6.4,33,33.3,33.1,0,0,0,NA,NA,NA,NA,NA,NA,33,33.4,33.1,"03/18/2020"
"NIGMS",0,8.8,5.9,42.1,42.2,42.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,42.2,42.3,42.2,"03/18/2020"
"NINDS",0,0,0,1.9,1.9,1.9,0,0,0,6,6,6,NA,NA,NA,1.9,8,3.1,"03/18/2020"
"All DACs",0,15.2,3,0,42.2,5.2,0,14.3,2.6,0,10,1.1,0,0.1,0.1,0,42.3,7.5,"03/18/2020"
"CDAC",0.7,6.1,3.4,7.8,7.8,7.8,0,0,0,NA,NA,NA,NA,NA,NA,7.8,7.8,7.8,"03/19/2020"
"NCI DAC",0,15.2,3.8,0.4,5,1.6,0,2.9,0.1,0,0.8,0.4,NA,NA,NA,0.4,6,1.7,"03/19/2020"
"NHGRI",0,6.1,3.4,0.1,4.2,0.7,0,3.2,0.5,0,0,0,NA,NA,NA,0.1,6.5,1.1,"03/19/2020"
"NHLBI",0,43.9,3,10.6,14.2,13.4,0,43,12.9,10,13,11.9,NA,NA,NA,11.9,54.3,26,"03/19/2020"
"NIAID",0.7,0.7,0.7,68.9,68.9,68.9,NA,NA,NA,27.2,27.2,27.2,NA,NA,NA,96.1,96.1,96.1,"03/19/2020"
"NICHD",0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"03/19/2020"
"NIDCR",6.1,6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/19/2020"
"NIDDK",0,0,0,32.1,32.1,32.1,0,0,0,NA,NA,NA,NA,NA,NA,32.2,32.2,32.2,"03/19/2020"
"NIGMS",6.1,6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/19/2020"
"NINDS",0.7,0.7,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,3,3,3,3.6,3.6,3.6,"03/19/2020"
"All DACs",0,43.9,3.3,0.1,68.9,4.6,0,43,1.2,0,27.2,6.2,3,3,3,0.1,96.1,6.4,"03/19/2020"
"CDAC",0.7,0.7,0.7,7.2,7.2,7.2,0,0,0,NA,NA,NA,NA,NA,NA,7.2,7.2,7.2,"03/20/2020"
"JAAMH",0,3.2,0.4,0.3,0.5,0.5,19.7,19.7,19.7,NA,NA,NA,5.8,5.8,5.8,6.2,20.2,18.4,"03/20/2020"
"NCI DAC",0,3.8,0.3,1.2,3.9,1.4,0,0.8,0,0,0,0,NA,NA,NA,1.2,4,1.5,"03/20/2020"
"NEI",0,0,0,17.2,17.2,17.2,NA,NA,NA,7,7,7,NA,NA,NA,24.2,24.2,24.2,"03/20/2020"
"NHGRI",0,33.8,2.2,0,6,0.8,0,22.2,2.5,0,0,0,NA,NA,NA,0,28.2,3.1,"03/20/2020"
"NHLBI",0,21.2,7.4,9.8,13.2,11.9,0,26.9,13,0,26.9,9,NA,NA,NA,10.3,40.1,24.7,"03/20/2020"
"NIAID",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/20/2020"
"NIAMS",0,0,0,4,4,4,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA,5.3,5.3,5.3,"03/20/2020"
"NICHD",0,0,0,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"03/20/2020"
"NIDCR",0,0,0,6.2,6.2,6.2,19.2,19.2,19.2,NA,NA,NA,NA,NA,NA,25.3,25.3,25.3,"03/20/2020"
"NIDDK",0,0,0,31.2,31.2,31.2,0,0,0,NA,NA,NA,NA,NA,NA,31.3,31.3,31.3,"03/20/2020"
"NIGMS",0.8,0.8,0.8,40.2,40.2,40.2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,40.4,40.4,40.4,"03/20/2020"
"NINDS",0.7,0.7,0.7,0.1,0.1,0.1,14.1,14.1,14.1,NA,NA,NA,0.1,0.1,0.1,14.2,14.2,14.2,"03/20/2020"
"All DACs",0,33.8,3,0,40.2,6.4,0,26.9,5.7,0,26.9,4.8,0.1,5.8,3,0,40.4,12.1,"03/20/2020"
"CDAC",0,0,0,6.4,6.4,6.4,0,0,0,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,"03/21/2020"
"JAAMH",0,0,0,2.4,2.4,2.4,17,17,17,NA,NA,NA,NA,NA,NA,19.4,19.4,19.4,"03/21/2020"
"NCI DAC",0,0,0,2.6,2.6,2.6,0,0,0,NA,NA,NA,NA,NA,NA,2.6,2.6,2.6,"03/21/2020"
"NHGRI",0,0,0,2.4,2.4,2.4,0,0,0,NA,NA,NA,NA,NA,NA,2.4,2.4,2.4,"03/21/2020"
"NHLBI",0,0,0,10.4,10.4,10.4,0,0,0,NA,NA,NA,NA,NA,NA,10.4,10.4,10.4,"03/21/2020"
"NIAMS",0,0,0,16.1,16.1,16.1,1.2,1.2,1.2,NA,NA,NA,NA,NA,NA,17.3,17.3,17.3,"03/21/2020"
"NIDCR",0,0,0,5.3,5.3,5.3,5.1,5.1,5.1,NA,NA,NA,NA,NA,NA,10.4,10.4,10.4,"03/21/2020"
"NIDDK",0,0,0,30.4,30.4,30.4,0,0,0,NA,NA,NA,NA,NA,NA,30.4,30.4,30.4,"03/21/2020"
"NIGMS",0,0,0,39.3,39.3,39.3,0.1,0.2,0.2,NA,NA,NA,NA,NA,NA,39.5,39.5,39.5,"03/21/2020"
"NINDS",0,0,0,5.3,5.3,5.3,64.1,64.1,64.1,64.1,64.1,64.1,NA,NA,NA,69.5,69.5,69.5,"03/21/2020"
"All DACs",0,0,0,2.4,39.3,10.1,0,64.1,4.8,64.1,64.1,64.1,NA,NA,NA,2.4,69.5,15.3,"03/21/2020"
"JAAMH",4.9,4.9,4.9,0.7,0.7,0.7,17,17,17,NA,NA,NA,NA,NA,NA,17.7,17.7,17.7,"03/22/2020"
"NCI DAC",2.4,10.8,6.7,1,1.8,1.3,0.1,0.1,0.1,0,0,0,NA,NA,NA,1,1.8,1.4,"03/22/2020"
"NHGRI",5,10.8,7.2,0.7,1.2,0.9,0,0,0,0,0,0,NA,NA,NA,0.7,1.2,0.9,"03/22/2020"
"All DACs",2.4,10.8,6.7,0.7,1.8,1.1,0,17,4.3,0,0,0,NA,NA,NA,0.7,17.7,3.2,"03/22/2020"
"CDAC",0.1,0.1,0.1,4.4,4.4,4.4,0,0,0,NA,NA,NA,NA,NA,NA,4.4,4.4,4.4,"03/23/2020"
"ES DAC",0.2,0.2,0.2,3.8,3.8,3.8,0,0,0,NA,NA,NA,NA,NA,NA,3.8,3.8,3.8,"03/23/2020"
"JAAMH",0.1,32.3,6.2,0,0.7,0.4,16.1,17,16.7,2.3,2.3,2.3,NA,NA,NA,2.9,17.4,15,"03/23/2020"
"NCI DAC",0,28.3,10.5,0.4,7.1,4.7,0,2.5,0.8,0,2.5,0.6,NA,NA,NA,0.4,9.6,5.5,"03/23/2020"
"NEI",2.1,4.2,3.7,14,14.2,14.1,7,7,7,NA,NA,NA,NA,NA,NA,21,21.2,21.1,"03/23/2020"
"NHGRI",0,21.2,6.9,0.4,7,1.2,0,2.3,0.2,0,3.1,1,NA,NA,NA,0.4,9.3,1.6,"03/23/2020"
"NHLBI",2.7,10.3,8.3,2.1,10.2,8.5,0,7,1.5,0,0,0,NA,NA,NA,2.1,17.1,9,"03/23/2020"
"NIAMS",4.2,4.2,4.2,13.9,13.9,13.9,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,15,15,15,"03/23/2020"
"NICHD",4.2,4.2,4.2,1.2,1.2,1.2,34.8,34.8,34.8,NA,NA,NA,NA,NA,NA,35.9,35.9,35.9,"03/23/2020"
"NIDCR",3.8,3.8,3.8,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/23/2020"
"NIDDK",2.1,2.1,2.1,28,28,28,0,0,0,NA,NA,NA,NA,NA,NA,28.1,28.1,28.1,"03/23/2020"
"NIGMS",4.2,4.2,4.2,37.1,37.1,37.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,37.3,37.3,37.3,"03/23/2020"
"NINDS",3.8,4.2,4.2,3,3.1,3.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,3,3.2,3.2,"03/23/2020"
"All DACs",0,32.3,7.6,0,37.1,4.8,0,34.8,6.5,0,3.1,0.5,NA,NA,NA,0.4,37.3,9.9,"03/23/2020"
"CDAC",0,0,0,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"03/24/2020"
"ES DAC",0.9,0.9,0.9,2.9,2.9,2.9,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"03/24/2020"
"JAAMH",0,1,0.1,0.2,0.5,0.3,15.7,15.7,15.7,NA,NA,NA,NA,NA,NA,15.9,16.2,16,"03/24/2020"
"NCI DAC",0,22.3,1.5,0,0.9,0.3,0,0,0,0,0,0,NA,NA,NA,0,0.9,0.3,"03/24/2020"
"NEI",0,0,0,12.9,12.9,12.9,7,7,7,NA,NA,NA,NA,NA,NA,19.9,19.9,19.9,"03/24/2020"
"NHGRI",0,22.6,1.5,0.2,6.2,2.4,0,4,1,0,2.4,0.7,NA,NA,NA,0.2,10.2,3.4,"03/24/2020"
"NHLBI",0,37,2,7.6,9.1,8,0,0,0,7,7,7,NA,NA,NA,7.6,16,8.6,"03/24/2020"
"NIDCR",0.9,17,11.6,2,2,2,6.2,19.2,14.8,NA,NA,NA,NA,NA,NA,8.2,21.1,16.8,"03/24/2020"
"NIGMS",0,0,0,35.9,36.2,36,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,36.1,36.3,36.2,"03/24/2020"
"NINDS",0,0.6,0.2,1.9,2,1.9,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,2,2.2,2,"03/24/2020"
"All DACs",0,37,1.5,0,36.2,1.9,0,19.2,2.2,0,7,0.4,NA,NA,NA,0,36.3,3.8,"03/24/2020"
"CDAC",0.8,0.8,0.8,2.1,2.1,2.1,0,0,0,NA,NA,NA,NA,NA,NA,2.1,2.1,2.1,"03/25/2020"
"JAAMH",0.1,0.8,0.5,0.2,0.7,0.5,14.8,14.8,14.8,NA,NA,NA,NA,NA,NA,15,15.5,15.3,"03/25/2020"
"NCI DAC",0,27,6,0,4.9,1.5,0,2.5,0.3,0,0.1,0,NA,NA,NA,0,7.4,1.8,"03/25/2020"
"NHGRI",0.1,5.2,1.5,0.1,0.7,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.7,0.2,"03/25/2020"
"NHLBI",0.1,5.6,5,5.5,8.2,5.9,0,7.1,0.8,NA,NA,NA,NA,NA,NA,5.5,15.3,6.7,"03/25/2020"
"NICHD",0.1,0.1,0.1,4.8,4.8,4.8,0,0,0,NA,NA,NA,NA,NA,NA,4.8,4.8,4.8,"03/25/2020"
"All DACs",0,27,4.5,0,8.2,3.2,0,14.8,2.2,0,0.1,0,NA,NA,NA,0,15.5,5.3,"03/25/2020"
"JAAMH",1.7,10,9,0.2,0.6,0.3,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.4,0.8,0.5,"03/26/2020"
"NCI DAC",0,24.1,9,0,4.4,0.6,0,0.5,0.1,0,0,0,NA,NA,NA,0,4.9,0.7,"03/26/2020"
"NHGRI",0,42.9,11.3,0,0.1,0,0,6.2,0.6,0,0,0,NA,NA,NA,0,6.2,0.6,"03/26/2020"
"NHLBI",0.7,1.8,0.8,5.2,6.2,5.4,0,0,0,0,0,0,NA,NA,NA,5.2,6.2,5.4,"03/26/2020"
"All DACs",0,42.9,4.4,0,6.2,3.4,0,6.2,0.1,0,0,0,0.2,0.2,0.2,0,6.2,3.5,"03/26/2020"
"CDAC",0,2,0.7,0.2,16.9,5.7,0,0,0,NA,NA,NA,NA,NA,NA,0.2,16.9,5.7,"03/27/2020"
"ES DAC",0.9,0.9,0.9,0,0,0,14,14,14,NA,NA,NA,NA,NA,NA,14,14,14,"03/27/2020"
"JAAMH",0,4,0.5,4,4.3,4.2,13,13,13,NA,NA,NA,NA,NA,NA,17,17.2,17.1,"03/27/2020"
"NCI DAC",0,17,3.7,3.6,4.1,3.8,0.5,3,0.9,0.5,0.5,0.5,NA,NA,NA,4.1,6.9,4.5,"03/27/2020"
"NEI",0,4,1.4,9.8,33.1,13.8,7,40.9,15.5,NA,NA,NA,NA,NA,NA,16.8,74,31.2,"03/27/2020"
"NHGRI",0,39,1.5,0,2.9,0.9,0,0,0,7,7,7,NA,NA,NA,0,7.1,1,"03/27/2020"
"NHLBI",0,4,1.4,4.9,5.9,5.4,0,0,0,0,0,0,NA,NA,NA,4.9,5.9,5.4,"03/27/2020"
"NIAID",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/27/2020"
"NIAMS",0,0,0,9.8,9.8,9.8,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,11,11,11,"03/27/2020"
"NICHD",4,4,4,2.8,2.8,2.8,0,0,0,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,"03/27/2020"
"NIDDK",0,4,0.8,24,24,24,0,43,34.4,NA,NA,NA,NA,NA,NA,24,67.1,58.5,"03/27/2020"
"NIGMS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/27/2020"
"NINDS",0,2,0.6,5.8,6,5.9,0,0,0,NA,NA,NA,NA,NA,NA,5.8,6.1,5.9,"03/27/2020"
"All DACs",0,39,1.4,0,33.1,4.2,0,43,4.3,0,7,0.3,NA,NA,NA,0,74,7.5,"03/27/2020"
"NCI DAC",0,10.3,5.1,2.7,2.8,2.7,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,3.2,3.3,3.2,"03/28/2020"
"NHGRI",10.3,15.1,12.7,1.7,1.7,1.7,0,0,0,NA,NA,NA,NA,NA,NA,1.7,1.7,1.7,"03/28/2020"
"All DACs",0,15.1,8.9,1.7,2.8,2.2,0,0.5,0.2,NA,NA,NA,NA,NA,NA,1.7,3.3,2.4,"03/28/2020"
"CDAC",0,0,0,15.1,15.1,15.1,0,0,0,NA,NA,NA,NA,NA,NA,15.1,15.1,15.1,"03/29/2020"
"JAAMH",0,0,0,2.2,2.2,2.2,13,13,13,NA,NA,NA,NA,NA,NA,15.2,15.2,15.2,"03/29/2020"
"NCI DAC",0,28.9,10.6,1.5,4.8,1.9,0,0.5,0.5,0.1,0.5,0.3,NA,NA,NA,2,4.8,2.3,"03/29/2020"
"NHGRI",0,11.2,4.6,0.5,1.5,0.8,0,23,3.3,0,0,0,NA,NA,NA,0.5,23.7,3.7,"03/29/2020"
"NHLBI",0,0,0,3.9,3.9,3.9,0,0,0,NA,NA,NA,NA,NA,NA,3.9,3.9,3.9,"03/29/2020"
"NIGMS",0,0,0,31,31,31,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,31.2,31.2,31.2,"03/29/2020"
"All DACs",0,28.9,7.4,0.5,31,3,0,23,2,0,0.5,0.1,NA,NA,NA,0.5,31.2,4.9,"03/29/2020"
"CDAC",0,9.8,2.9,14.2,14.6,14.4,2,2,2,NA,NA,NA,NA,NA,NA,16.2,16.6,16.4,"03/30/2020"
