"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"JAAMH",0,5.8,5,1.3,27.6,25.5,14,28.8,14.4,0,0,0,5,7,6,1.3,50.3,33.9,"04/05/2018"
"Kids First DAC",0.8,0.8,0.8,5.1,5.1,5.1,14,14,14,14,14,14,NA,NA,NA,19.2,19.2,19.2,"04/05/2018"
"NCATS",0,5.8,5.3,94.9,95.3,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/05/2018"
"NCI DAC",0,24,2.8,0.2,7.5,5.2,0,91.8,36.2,0,160.4,31,4.9,8.2,5.4,0.2,160.5,40.4,"04/05/2018"
"NEI",0,0,0,35.9,35.9,35.9,0,0,0,NA,NA,NA,NA,NA,NA,36,36,36,"04/05/2018"
"NHGRI",0,24,3.4,0,3.7,0.3,0,6.1,0.3,0,0,0,NA,NA,NA,0,6.5,0.4,"04/05/2018"
"NHLBI",0,5.8,0.8,0.6,4,3,0,25.9,4.7,0,0,0,NA,NA,NA,0.6,27,7.1,"04/05/2018"
"NIAID",5.8,5.8,5.8,42.4,42.4,42.4,8,8,8,NA,NA,NA,NA,NA,NA,50.5,50.5,50.5,"04/05/2018"
"NIAMS",0,0,0,5,5,5,6.7,6.7,6.7,NA,NA,NA,NA,NA,NA,11.8,11.8,11.8,"04/05/2018"
"NICHD",5.8,5.8,5.8,7.2,7.3,7.3,0,27,20.2,0,0,0,43,43,43,7.2,50.3,18.5,"04/05/2018"
"NIDCD DAC",5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/05/2018"
"NIDCR",5.8,5.8,5.8,5.5,5.5,5.5,NA,NA,NA,12.5,12.5,12.5,NA,NA,NA,17.9,17.9,17.9,"04/05/2018"
"NIDDK",0,5.8,0.4,66.2,66.7,66.2,1.7,1.7,1.7,1.6,1.6,1.6,NA,NA,NA,67.9,68.2,67.9,"04/05/2018"
"NIGMS",0,5.8,4,25,25.6,25.4,1.7,1.8,1.7,NA,NA,NA,1.7,1.7,1.7,26.8,27.3,27.1,"04/05/2018"
"NINDS",0,5.8,5.5,0.3,6,0.6,1.2,49,11.3,9,14.1,11.3,0.1,0.1,0.1,0.4,55.1,9.4,"04/05/2018"
"All DACs",0,24,3.5,0,95.3,10.1,0,91.8,9.6,0,160.4,3.5,0,43,5.6,0,160.5,16.9,"04/05/2018"
"CDAC",1,22.6,8.4,3.2,10.9,9,0,7.9,2,NA,NA,NA,NA,NA,NA,10.9,11.2,11,"04/06/2018"
"ES DAC",0,0,0,0.5,0.5,0.5,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA,6.2,6.2,6.2,"04/06/2018"
"JAAMH",0,38.8,7.5,0.4,26.6,15,14,30.9,20.8,0,0,0,5.9,5.9,5.9,3,49.2,28.2,"04/06/2018"
"NCI DAC",0,24.8,2.5,0,6.4,4.9,0,42.9,16.8,0,0,0,7,42.9,24.9,0.1,49.3,22.8,"04/06/2018"
"NEI",0.1,5,2.5,34.8,35.1,35,0,0,0,NA,NA,NA,NA,NA,NA,34.8,35.1,35,"04/06/2018"
"NHGRI",0,24.8,5.1,0.1,3,0.5,0,5.1,0.5,0,0,0,NA,NA,NA,0.1,5.3,0.9,"04/06/2018"
"NHLBI",0,24.8,6.9,0.2,10,7.3,16,26,19.6,16,23,17.8,NA,NA,NA,25.7,33,26.5,"04/06/2018"
"NIAID",5,5,5,41.1,41.1,41.1,8,8,8,NA,NA,NA,NA,NA,NA,49.2,49.2,49.2,"04/06/2018"
"NIAMS",5,5,5,4.9,4.9,4.9,6,6,6,NA,NA,NA,NA,NA,NA,10.9,10.9,10.9,"04/06/2018"
"NIGMS",5,5,5,24.2,24.2,24.2,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,26,26,26,"04/06/2018"
"NINDS",0,5,3,5,5.1,5,1.2,49,16.6,8.1,8.1,8.1,NA,NA,NA,6.2,54.1,20,"04/06/2018"
"All DACs",0,38.8,5.4,0,41.1,7.4,0,49,10.1,0,23,3.1,5.9,42.9,20.2,0.1,54.1,17.1,"04/06/2018"
"NCI DAC",0,1.5,0.7,1.6,1.8,1.7,NA,NA,NA,0,0,0,NA,NA,NA,1.6,1.8,1.7,"04/07/2018"
"NHLBI",1.1,1.1,1.1,8.8,8.8,8.8,16.2,16.2,16.2,16.2,16.2,16.2,NA,NA,NA,25,25,25,"04/07/2018"
"All DACs",0,1.5,1,1.6,8.8,8,16.2,16.2,16.2,0,16.2,8.1,NA,NA,NA,1.6,25,22.3,"04/07/2018"
"JAAMH",2,2,2,24,24,24,14,14,14,NA,NA,NA,NA,NA,NA,38.1,38.1,38.1,"04/08/2018"
"NCI DAC",1.8,5.8,5.3,0.5,4.3,3.6,2.3,9.2,5.8,0,0,0,NA,NA,NA,3.4,9.8,6.6,"04/08/2018"
"NHGRI",5.2,5.7,5.4,0.5,1.3,0.9,9.2,9.2,9.2,0,0,0,NA,NA,NA,1.3,9.7,5.5,"04/08/2018"
"NHLBI",2,2.8,2.6,0.7,7.8,2.4,0,16.2,3.9,NA,NA,NA,NA,NA,NA,0.8,24,6.3,"04/08/2018"
"All DACs",1.8,5.8,3.4,0.5,24,4.7,0,16.2,5.5,0,0,0,NA,NA,NA,0.8,38.1,10.1,"04/08/2018"
"CDAC",0,0,0,7.4,7.4,7.4,13.1,13.1,13.1,NA,NA,NA,NA,NA,NA,20.5,20.5,20.5,"04/09/2018"
"ES DAC",3.9,3.9,3.9,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"04/09/2018"
"JAAMH",0.1,18,6.2,0.1,29.7,25.1,0,16,13.7,NA,NA,NA,NA,NA,NA,0.1,45.7,38.9,"04/09/2018"
"NCI DAC",0,25,2.5,0,10.1,8.5,0,97,53.6,0,145.4,103.1,36,97,52.6,0,155.3,66,"04/09/2018"
"NEI",0,7,5,31.9,32.2,32.1,0,0,0,NA,NA,NA,NA,NA,NA,31.9,32.2,32.1,"04/09/2018"
"NHGRI",0.1,25,3.2,0,6.9,0.5,0,2.3,0.5,0,0,0,NA,NA,NA,0,9.2,0.9,"04/09/2018"
"NHLBI",0.2,13.9,4.4,0.1,7,1.3,16.2,16.2,16.2,0,0,0,0.1,0.1,0.1,0.1,23.2,4.2,"04/09/2018"
"NICHD",5,5,5,2.8,2.8,2.8,27,27,27,NA,NA,NA,NA,NA,NA,29.8,29.8,29.8,"04/09/2018"
"NIDCR",0,0,0,1.7,1.7,1.7,9.5,9.5,9.5,NA,NA,NA,NA,NA,NA,11.2,11.2,11.2,"04/09/2018"
"NINDS",2.8,2.8,2.8,2.2,2.2,2.2,1.2,49,13.1,NA,NA,NA,NA,NA,NA,3.4,51.2,15.3,"04/09/2018"
"All DACs",0,25,3,0,32.2,7.7,0,97,38.7,0,145.4,75,0.1,97,17.6,0,155.3,46,"04/09/2018"
"CDAC",0.5,0.8,0.6,6.7,7,6.9,0,13.1,6.6,NA,NA,NA,NA,NA,NA,7,19.8,13.4,"04/10/2018"
"JAAMH",0,5,0.6,5.8,28.5,22.8,2.3,16,12.7,NA,NA,NA,2,2,2,8.1,44.5,35.1,"04/10/2018"
"NCI DAC",0,13,1.5,0,9,4.8,0,36,8.3,0,0,0,NA,NA,NA,0.5,44.9,12.8,"04/10/2018"
"NEI",0.5,0.5,0.5,31.2,31.2,31.2,0,0,0,NA,NA,NA,NA,NA,NA,31.2,31.2,31.2,"04/10/2018"
"NHGRI",0,0.8,0.3,0.1,0.5,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.5,0.2,"04/10/2018"
"NHLBI",0,16.5,7.6,1,6.1,2.9,0,16.2,6.2,0,0,0,NA,NA,NA,1,22.2,5.5,"04/10/2018"
"NIAMS",0.5,0.5,0.5,1.1,1.1,1.1,5.9,5.9,5.9,NA,NA,NA,NA,NA,NA,7,7,7,"04/10/2018"
"NICHD",0.5,0.5,0.5,1.5,1.5,1.5,0,0,0,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,"04/10/2018"
"NINDS",0,8.1,2.8,0.7,1.2,0.9,1.2,49,14.9,NA,NA,NA,NA,NA,NA,2.2,50,15.8,"04/10/2018"
"All DACs",0,16.5,3.3,0,31.2,6.4,0,49,7.1,0,0,0,2,2,2,0.1,50,12,"04/10/2018"
"CDAC",5.4,5.4,5.4,6.2,6.2,6.2,13.1,13.1,13.1,NA,NA,NA,NA,NA,NA,19.3,19.3,19.3,"04/11/2018"
"JAAMH",0,12.1,5.4,0.3,27.4,15,0,16,8,NA,NA,NA,7,7,7,0.3,43.4,22.3,"04/11/2018"
"NCATS",5.4,5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/11/2018"
"NCI DAC",0,190.7,11.2,0,8,5.1,0,36,8.7,0,0,0,18.2,18.2,18.2,0,43.9,15.6,"04/11/2018"
"NHGRI",0.1,190.7,41.5,0,0.9,0.3,0,0,0,0,0,0,NA,NA,NA,0,0.9,0.3,"04/11/2018"
"NHLBI",0.1,0.1,0.1,5.3,5.3,5.3,16.1,16.1,16.1,0,0,0,NA,NA,NA,5.3,21.5,17.4,"04/11/2018"
"NIAID",5.4,5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/11/2018"
"NICHD",5.4,5.4,5.4,1.3,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/11/2018"
"NIDDK",5.4,5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/11/2018"
"NIGMS",5.4,5.4,5.4,19.5,19.5,19.5,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,21.3,21.3,21.3,"04/11/2018"
"NINDS",5.4,5.4,5.4,0.4,0.4,0.4,8.1,16,10.4,6.1,16,9.5,NA,NA,NA,6.5,16.5,10.4,"04/11/2018"
"All DACs",0,190.7,7.3,0,27.4,4.2,0,36,9.6,0,16,7.1,1.8,18.2,9.4,0,43.9,13.7,"04/11/2018"
"CDAC",0.1,8.1,4.1,4.9,5.2,5.1,0,0,0,NA,NA,NA,NA,NA,NA,5,5.2,5.1,"04/12/2018"
"JAAMH",0.1,11.2,5.5,0,26.5,20.4,0,48,21.2,0,0,0,NA,NA,NA,0,74.5,38.7,"04/12/2018"
"NCATS",10,10,10,82.1,82.1,82.1,NA,NA,NA,5.8,5.8,5.8,NA,NA,NA,87.9,87.9,87.9,"04/12/2018"
"NCI DAC",0,55.9,4.3,0,12.2,7.3,0,56,19.5,0,152.1,100.3,0,55.9,33.3,0,153.2,37.7,"04/12/2018"
"NEI",0,10,6.2,28,29.4,28.5,0,12.9,9.4,12.9,12.9,12.9,NA,NA,NA,29.2,41.2,38.6,"04/12/2018"
"NHGRI",0,79.2,8.8,0,4,2.1,0,12.8,3.3,0,6,0.1,NA,NA,NA,0,13.8,3.7,"04/12/2018"
"NHLBI",0,10,3.7,4,12.3,12,0,36.2,11.3,0,30,16.3,NA,NA,NA,12,48.5,24,"04/12/2018"
"NIAID",10,10,10,35.1,35.1,35.1,8,8,8,NA,NA,NA,NA,NA,NA,43.1,43.1,43.1,"04/12/2018"
"NIAMS",8.1,8.1,8.1,0.2,0.2,0.2,12,12,12,12,12,12,NA,NA,NA,12.2,12.2,12.2,"04/12/2018"
"NICHD",0.1,8.1,4.1,0.2,8,4.1,0,27,13.5,NA,NA,NA,NA,NA,NA,8,27.2,17.6,"04/12/2018"
"NIDCR",8.1,10,8.6,0.2,0.2,0.2,12,12,12,12,12,12,NA,NA,NA,12.2,12.2,12.2,"04/12/2018"
"NIDDK",8.1,10,9.2,59.3,69,63.3,NA,NA,NA,0,0,0,49.6,49.6,49.6,69,108.9,92.8,"04/12/2018"
"NIGMS",0.1,10,7.2,18.2,18.5,18.2,1.8,1.8,1.8,NA,NA,NA,1.8,1.8,1.8,19.9,20.2,20,"04/12/2018"
"NINDS",0.1,10,4.2,0.2,0.2,0.2,0,47.9,7,NA,NA,NA,NA,NA,NA,0.2,48.1,7.2,"04/12/2018"
"All DACs",0,79.2,5.6,0,82.1,14.4,0,56,14,0,152.1,16.8,0,55.9,43,0,153.2,31.2,"04/12/2018"
"CDAC",44.8,44.8,44.8,3.8,3.8,3.8,0,0,0,NA,NA,NA,NA,NA,NA,3.9,3.9,3.9,"04/13/2018"
"JAAMH",0,6.8,0.6,3.1,25.7,6.3,16,16,16,0,0,0,NA,NA,NA,3.1,41.7,8.6,"04/13/2018"
"NCI DAC",0,44.8,29.4,0,10.9,8.9,0,43.2,30.9,41,144.2,128.5,20,42.2,33.7,0,151.2,48.1,"04/13/2018"
"NHGRI",0,44.8,34,0.2,3.3,2.6,0,9.2,2.1,0,0,0,NA,NA,NA,0.2,11.9,4.7,"04/13/2018"
"NHLBI",0,44.8,10,0.1,11,3.7,0,36.2,8,0,36.1,18,NA,NA,NA,0.1,47.1,13.9,"04/13/2018"
"NIAMS",3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/13/2018"
"NIGMS",10.1,44.8,33.3,17.1,17.2,17.2,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,18.9,19,18.9,"04/13/2018"
"NINDS",44.8,44.8,44.8,4.1,4.1,4.1,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,5.9,5.9,5.9,"04/13/2018"
"All DACs",0,44.8,26,0,25.7,6.8,0,43.2,20.4,0,144.2,49.7,20,42.2,33.7,0,151.2,31.4,"04/13/2018"
"NCI DAC",74.9,74.9,74.9,9.8,9.8,9.8,41,41,41,140.4,140.4,140.4,41,41,41,50.8,150.2,100.5,"04/14/2018"
"NHGRI",74.9,74.9,74.9,1.7,1.7,1.7,2.3,2.3,2.3,NA,NA,NA,NA,NA,NA,4,4,4,"04/14/2018"
"All DACs",74.9,74.9,74.9,1.7,9.8,7.1,2.3,41,21.6,140.4,140.4,140.4,41,41,41,4,150.2,68.3,"04/14/2018"
"JAAMH",1,1,1,22.9,22.9,22.9,16,16,16,NA,NA,NA,NA,NA,NA,38.9,38.9,38.9,"04/15/2018"
"NCI DAC",3.8,6,4,0.9,9.8,8.9,7.8,7.8,7.8,0,0,0,NA,NA,NA,0.9,17.5,15.8,"04/15/2018"
"NHGRI",1,6,3.7,0.7,0.9,0.7,0,0,0,0,0,0,NA,NA,NA,0.7,0.9,0.7,"04/15/2018"
"All DACs",1,6,3.2,0.7,22.9,10.3,0,16,8.3,0,0,0,NA,NA,NA,0.7,38.9,17.8,"04/15/2018"
"CDAC",0.9,0.9,0.9,0.7,0.7,0.7,13.1,13.1,13.1,NA,NA,NA,NA,NA,NA,13.8,13.8,13.8,"04/16/2018"
"JAAMH",0,3.1,1.8,21.8,22.2,22.1,16,16.1,16.1,NA,NA,NA,5.9,6.9,6.3,28.1,38.2,34,"04/16/2018"
"NCATS",3.1,3.1,3.1,78,78,78,NA,NA,NA,5.9,5.9,5.9,NA,NA,NA,83.9,83.9,83.9,"04/16/2018"
"NCI DAC",0,27.3,3.5,0,9.6,5,0,54.7,19.1,0,139.1,33.8,39.8,40,39.8,0,148.2,31.9,"04/16/2018"
"NHGRI",0,10,3.3,0,7,2.2,0,2.3,0.7,0,2.3,0.8,NA,NA,NA,0,9.2,2.8,"04/16/2018"
"NHLBI",3.1,138.8,24.4,0.1,8.2,7.3,36.9,36.9,36.9,0,0,0,NA,NA,NA,0.1,45.1,40.3,"04/16/2018"
"NIAMS",10.8,10.8,10.8,4.5,4.5,4.5,11.8,11.8,11.8,NA,NA,NA,NA,NA,NA,16.3,16.3,16.3,"04/16/2018"
"NIDCR",3.1,3.1,3.1,8.9,8.9,8.9,NA,NA,NA,NA,NA,NA,9.2,9.2,9.2,18.1,18.1,18.1,"04/16/2018"
"NIDDK",0.6,138.8,115.8,65,65.1,65.1,30,30,30,NA,NA,NA,NA,NA,NA,95,95.1,95.1,"04/16/2018"
"NINDS",3.1,3.1,3.1,1.1,1.1,1.1,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,2.9,2.9,2.9,"04/16/2018"
"All DACs",0,138.8,25.1,0,78,15.8,0,54.7,25.3,0,139.1,12.2,5.9,40,18.4,0,148.2,38.8,"04/16/2018"
"JAAMH",3.9,27,17,9.2,21.4,20.9,16.1,28.8,16.5,NA,NA,NA,NA,NA,NA,37.3,38,37.4,"04/17/2018"
"NCI DAC",0,15.9,2.3,0.1,8.1,4.5,0,39.8,14.8,0,144.2,97.5,12.9,41,31.3,0.1,147.8,40.6,"04/17/2018"
"NEI",8.8,8.8,8.8,24.5,24.5,24.5,0,0,0,0,0,0,NA,NA,NA,24.5,24.5,24.5,"04/17/2018"
"NHGRI",0,27,8.1,0,5.9,1.3,0,2.3,0.5,0,3.1,0.4,NA,NA,NA,0,8.8,1.7,"04/17/2018"
"NHLBI",0,5.9,2.8,0.1,9,2,0,110.9,64.5,0,0,0,NA,NA,NA,0.1,119.9,19.2,"04/17/2018"
"NIAMS",0,5,1.7,7.7,8.8,8.3,12.9,12.9,12.9,6,7,6.5,NA,NA,NA,14.8,21.2,16.9,"04/17/2018"
"All DACs",0,27,8,0,24.5,7.8,0,110.9,13.6,0,144.2,22.2,12.9,41,31.3,0,147.8,24,"04/17/2018"
"CDAC",5.8,5.8,5.8,12.3,12.3,12.3,0,0,0,NA,NA,NA,NA,NA,NA,12.3,12.3,12.3,"04/18/2018"
"JAAMH",0,5.2,1.7,8.1,20.4,14.2,16.1,28.8,23,NA,NA,NA,NA,NA,NA,36.3,48.3,37.2,"04/18/2018"
"NCI DAC",0,61,7.7,0,13.5,9.1,0,37.5,14.6,0,133.1,29.3,23.8,67.9,48.4,0.1,146.4,30,"04/18/2018"
"NHGRI",0,26.8,3.4,0.2,5.2,3.8,0,30.2,8.7,0,30.2,5.5,NA,NA,NA,0.2,35.2,12.3,"04/18/2018"
"NHLBI",0,1,0.8,1.9,6.4,2.7,0,36.9,6.2,NA,NA,NA,NA,NA,NA,1.9,43.3,8.8,"04/18/2018"
"NIAID",26.8,26.8,26.8,29.2,29.2,29.2,NA,NA,NA,NA,NA,NA,8,8,8,37.2,37.2,37.2,"04/18/2018"
"NIAMS",26.8,26.8,26.8,8.2,8.2,8.2,NA,NA,NA,NA,NA,NA,6,6,6,14.2,14.2,14.2,"04/18/2018"
"NICHD",0.9,0.9,0.9,1.9,1.9,1.9,0,0,0,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"04/18/2018"
"NIDDK",26.8,26.8,26.8,63.1,63.1,63.1,0,0,0,NA,NA,NA,NA,NA,NA,63.2,63.2,63.2,"04/18/2018"
"NIGMS",5.8,5.8,5.8,12.5,12.5,12.5,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,14.3,14.3,14.3,"04/18/2018"
"NINDS",0,0.7,0.2,0,1,0.8,0,1,0.3,NA,NA,NA,NA,NA,NA,1,1.1,1,"04/18/2018"
"All DACs",0,61,6.5,0,63.1,11,0,37.5,12,0,133.1,15.5,6,67.9,23.6,0.1,146.4,25.5,"04/18/2018"
"CDAC",0,7.9,4,4.9,5.2,5.1,0,0,0,NA,NA,NA,NA,NA,NA,4.9,5.2,5.1,"04/19/2018"
"JAAMH",0,7.9,3.9,7,26,17.5,16.9,28.8,22.2,NA,NA,NA,NA,NA,NA,35.8,42.9,39.7,"04/19/2018"
"NCI DAC",0,23.2,5.2,0.6,12.2,7.4,0,9.9,5.5,0,0,0,9.9,33.8,17.9,0.6,46,14.5,"04/19/2018"
"NHGRI",0,7.9,6.8,0.1,3.9,3.1,0,2.3,1.7,NA,NA,NA,NA,NA,NA,0.2,5.9,4.8,"04/19/2018"
"NHLBI",0.2,7.9,6.2,3.8,6.9,6.3,NA,NA,NA,0,0,0,NA,NA,NA,3.8,3.9,3.9,"04/19/2018"
"NIAMS",0,0,0,6.8,6.8,6.8,11.8,11.8,11.8,NA,NA,NA,NA,NA,NA,18.6,18.6,18.6,"04/19/2018"
"NICHD",7.9,7.9,7.9,0.7,0.7,0.7,0,0,0,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,"04/19/2018"
"NIDDK",7.9,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/19/2018"
"NIGMS",13.8,13.8,13.8,11.3,11.3,11.3,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,13,13,13,"04/19/2018"
"NINDS",5.9,5.9,5.9,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"04/19/2018"
"All DACs",0,23.2,5.9,0.1,26,6.3,0,28.8,5.8,0,0,0,9.9,33.8,17.9,0.1,46,11.3,"04/19/2018"
"CDAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/20/2018"
"JAAMH",0,14,0.8,3,25.2,17.8,16.9,16.9,16.9,0,0,0,NA,NA,NA,3,42.1,12.7,"04/20/2018"
"Kids First DAC",0.2,0.2,0.2,3,3,3,NA,NA,NA,NA,NA,NA,0,0,0,3,3,3,"04/20/2018"
"NCI DAC",0,29.8,2.5,0,11.6,10,0,48.7,18.5,0,133,76.6,16.9,35,28.6,0,144.6,49.7,"04/20/2018"
"NEI",3.2,3.2,3.2,32.9,32.9,32.9,36.2,36.2,36.2,NA,NA,NA,NA,NA,NA,69,69,69,"04/20/2018"
"NHGRI",0,14.3,2.1,2.9,4.4,3.2,0,3.1,1.5,0,0,0,NA,NA,NA,2.9,7,4.7,"04/20/2018"
"NHLBI",0,0.2,0,2.8,4.1,4.1,16.8,36.2,18,0,16.8,3,NA,NA,NA,2.8,40,16.1,"04/20/2018"
"NIGMS",14,14,14,10.1,10.1,10.1,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,11.8,11.8,11.8,"04/20/2018"
"NINDS",0,0,0,4.9,4.9,4.9,0,9.2,2.8,6,6,6,6,6,6,4.9,14.1,8.3,"04/20/2018"
"All DACs",0,29.8,1,0,32.9,7.5,0,48.7,11.5,0,133,18.5,0,35,16.3,0,144.6,19.6,"04/20/2018"
"NCI DAC",0.9,0.9,0.9,10.6,10.6,10.6,33.8,33.8,33.8,NA,NA,NA,NA,NA,NA,44.4,44.4,44.4,"04/21/2018"
"NHLBI",7.8,7.8,7.8,3.3,3.3,3.3,16.8,16.8,16.8,NA,NA,NA,NA,NA,NA,20.1,20.1,20.1,"04/21/2018"
"All DACs",0.9,7.8,7.4,3.3,10.6,3.7,16.8,33.8,17.7,NA,NA,NA,NA,NA,NA,20.1,44.4,21.3,"04/21/2018"
"JAAMH",17.2,17.2,17.2,22.9,22.9,22.9,NA,NA,NA,NA,NA,NA,16.8,16.8,16.8,39.8,39.8,39.8,"04/22/2018"
"NCI DAC",3,3,3,1.3,1.3,1.3,NA,NA,NA,0,0,0,NA,NA,NA,1.3,1.3,1.3,"04/22/2018"
"All DACs",3,17.2,10.1,1.3,22.9,12.1,NA,NA,NA,0,0,0,16.8,16.8,16.8,1.3,39.8,20.5,"04/22/2018"
"CDAC",6,11.8,8.9,7,7.1,7.1,0,0,0,NA,NA,NA,NA,NA,NA,7,7.1,7.1,"04/23/2018"
"ES DAC",0,0,0,0.2,0.2,0.2,6.8,6.8,6.8,NA,NA,NA,NA,NA,NA,7,7,7,"04/23/2018"
"JAAMH",0,34,4.6,1,22.6,13,0,42.9,14.3,0,0,0,5.8,20.9,13.4,1,65.5,24.3,"04/23/2018"
"NCI DAC",0,21,3,0,8.3,4.5,0,33.8,13.6,0,142,69,3.8,35,19.2,0,142.3,35.6,"04/23/2018"
"NEI",6.7,6.7,6.7,30.1,30.1,30.1,36.2,36.2,36.2,NA,NA,NA,NA,NA,NA,66.2,66.2,66.2,"04/23/2018"
"NHGRI",0,34,4.2,0.9,7,5.7,0,2.3,1.8,NA,NA,NA,NA,NA,NA,0.9,9.2,7.5,"04/23/2018"
"NHLBI",0,10.9,5,1.1,3.1,1.8,0,41,26.3,0,30.1,7.5,NA,NA,NA,1.8,42.4,25.1,"04/23/2018"
"NIDDK",11.2,11.2,11.2,57.7,57.7,57.7,39.9,39.9,39.9,NA,NA,NA,NA,NA,NA,97.6,97.6,97.6,"04/23/2018"
"NIGMS",0,11.8,3.7,7.2,7.3,7.3,1.8,1.8,1.8,NA,NA,NA,1.8,1.8,1.8,8.9,9.1,9,"04/23/2018"
"All DACs",0,34,4.2,0,57.7,7.1,0,42.9,14.7,0,142,37.6,1.8,35,14.5,0,142.3,26,"04/23/2018"
"CDAC",0,0.2,0.1,0.3,6.1,4.1,0,0,0,NA,NA,NA,NA,NA,NA,0.3,6.1,4.1,"04/24/2018"
"ES DAC",0,0,0,1.2,1.2,1.2,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA,3,3,3,"04/24/2018"
"JAAMH",0,7.8,0.7,2.5,21.6,18.6,20.9,28.8,22.3,NA,NA,NA,21,21,21,31.3,42.6,40.8,"04/24/2018"
"Kids First DAC",0,0,0,1.9,1.9,1.9,11.9,11.9,11.9,11.9,11.9,11.9,NA,NA,NA,13.8,13.8,13.8,"04/24/2018"
"NCI DAC",0,28.8,4.7,0,14.4,6.6,0,41.7,10.7,0,121.8,26,5.9,42.7,24,2.8,136.1,21.3,"04/24/2018"
"NEI",0,0,0,29,29,29,36.2,36.2,36.2,36.2,36.2,36.2,NA,NA,NA,65.2,65.2,65.2,"04/24/2018"
"NHGRI",0,12.6,0.8,1.1,6,1.7,0,2.3,0.3,0,0,0,NA,NA,NA,1.1,8.3,2,"04/24/2018"
"NHLBI",0,10.8,2.6,0.2,7.4,1.9,16.8,16.8,16.8,0,0,0,NA,NA,NA,0.4,17,4.6,"04/24/2018"
"NIAMS",0,0,0,2.1,2.1,2.1,6,6,6,NA,NA,NA,NA,NA,NA,8.1,8.1,8.1,"04/24/2018"
"NICHD",7.9,7.9,7.9,3,3,3,21,21,21,NA,NA,NA,NA,NA,NA,24,24,24,"04/24/2018"
"NIDDK",0,0.6,0,57,57.2,57.2,0,0,0,NA,NA,NA,0,0,0,57,57.2,57.2,"04/24/2018"
"NIGMS",0,29,9.7,7.2,7.3,7.2,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,8.1,8.2,8.2,"04/24/2018"
"NINDS",0,0,0,1,1,1,0,35.2,11.8,NA,NA,NA,NA,NA,NA,1,36.2,12.7,"04/24/2018"
"All DACs",0,29,1.8,0,57.2,14.7,0,41.7,13.1,0,121.8,11.5,0,42.7,8.5,0.3,136.1,27.4,"04/24/2018"
"CDAC",0,0,0,5,5,5,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,"04/25/2018"
"JAAMH",0,5.8,2.4,0.1,20.2,8.7,0,28.8,17.2,0,0,0,NA,NA,NA,0.1,41.2,22.3,"04/25/2018"
"NCI DAC",0,20.9,5.2,0.3,13.4,8.4,0,28.7,11.5,0,149.8,141.6,6,41.7,17.9,0.3,162.6,88.3,"04/25/2018"
