"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"All DACs",0,14,2.2,0.8,27.8,4.1,0,7,1,0,0.1,0,2,2,2,1,27.8,4.8,"02/17/2020"
"CDAC",0.2,0.2,0.2,3.2,3.2,3.2,0,0,0,NA,NA,NA,NA,NA,NA,3.2,3.2,3.2,"02/18/2020"
"JAAMH",0.2,30.2,6.7,0.9,1.4,1.2,12,12.1,12.1,1,1,1,1.1,1.1,1.1,2.3,13.4,7.4,"02/18/2020"
"NCI DAC",0,30.2,2.5,0,2.8,1.4,0,0.1,0,0,0,0,NA,NA,NA,0.1,2.8,1.5,"02/18/2020"
"NEI",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/18/2020"
"NHGRI",0,30.2,2.6,1,6,2.2,0,2.3,0.2,0,0,0,NA,NA,NA,1,8.3,2.4,"02/18/2020"
"NHLBI",0.2,5.9,1.1,2.2,30.2,8.3,0,19.1,1.5,0,0,0,NA,NA,NA,2.2,49.3,9.5,"02/18/2020"
"NIDDK",0.3,0.3,0.3,42.9,42.9,42.9,0,0,0,NA,NA,NA,NA,NA,NA,42.9,42.9,42.9,"02/18/2020"
"NIGMS",0.2,0.2,0.2,14,14,14,0,0,0,NA,NA,NA,NA,NA,NA,14,14,14,"02/18/2020"
"NINDS",0.2,34.2,4.4,0.1,0.2,0.2,0,2,1.8,NA,NA,NA,NA,NA,NA,0.1,2.2,1.9,"02/18/2020"
"All DACs",0,34.2,2.2,0,42.9,4.1,0,19.1,1.4,0,1,0.2,1.1,1.1,1.1,0.1,49.3,5.4,"02/18/2020"
"CDAC",6,6,6,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,2,2,2,"02/19/2020"
"JAAMH",0,8,5.4,0,1.5,0.2,12,21.8,12.6,NA,NA,NA,1,1.2,1.1,1.1,21.8,8.2,"02/19/2020"
"NCI DAC",0,21.9,7.1,0.1,4,1.7,0,3,0.6,0,0,0,NA,NA,NA,0.5,7.1,2.2,"02/19/2020"
"NEI",0.2,0.7,0.4,20.4,20.4,20.4,13,64.9,47.6,NA,NA,NA,NA,NA,NA,33.3,85.3,68,"02/19/2020"
"NHGRI",0.8,21.9,7.8,0.8,4.7,1.4,0,2.3,0.4,0,0,0,NA,NA,NA,0.8,7,1.7,"02/19/2020"
"NHLBI",0.1,15.8,2,0.9,29.1,10.1,0,19.2,2.4,0,0,0,NA,NA,NA,0.9,48.2,12,"02/19/2020"
"NICHD",6,6,6,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,0,0,0,0.7,0.7,0.7,"02/19/2020"
"NIDDK",5.2,5.2,5.2,42,42,42,0,0,0,NA,NA,NA,NA,NA,NA,42.1,42.1,42.1,"02/19/2020"
"All DACs",0,21.9,3.7,0,42,6.8,0,64.9,4.9,0,0,0,0,1.2,1,0.5,85.3,10.5,"02/19/2020"
"CDAC",25.2,25.2,25.2,0.9,0.9,0.9,0,0,0,NA,NA,NA,NA,NA,NA,0.9,0.9,0.9,"02/20/2020"
"JAAMH",0,5.8,2.2,0.5,1,0.8,20,20,20,5.2,5.2,5.2,NA,NA,NA,6.2,21,19.3,"02/20/2020"
"Kids First DAC",10.2,10.2,10.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"02/20/2020"
"NCI DAC",0,25.2,3.8,0,3.9,1.8,0,0.2,0.1,0,3,0.6,NA,NA,NA,0,5.8,1.9,"02/20/2020"
"NEI",0,3.1,2.1,19,19.4,19.3,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,21.9,22.2,22.1,"02/20/2020"
"NHGRI",0,13.7,1.1,0.2,10.8,0.5,0,2.3,0.1,0,0,0,NA,NA,NA,0.2,13,0.5,"02/20/2020"
"NHLBI",0,40.1,0.7,0.7,28.1,15.7,0,19.2,3.7,NA,NA,NA,NA,NA,NA,0.7,47.2,19.4,"02/20/2020"
"NIAID",6.9,6.9,6.9,21.1,21.1,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/20/2020"
"NIAMS",1.8,1.8,1.8,8.5,8.5,8.5,NA,NA,NA,3.8,3.8,3.8,NA,NA,NA,12.2,12.2,12.2,"02/20/2020"
"NICHD",0,6.9,2,4.8,4.9,4.8,17,17,17,NA,NA,NA,0,0,0,4.8,21.9,17.6,"02/20/2020"
"NIDCR",0,0,0,4.9,4.9,4.9,9.2,9.2,9.2,NA,NA,NA,NA,NA,NA,14.1,14.1,14.1,"02/20/2020"
"NIDDK",0,0,0,41.2,41.2,41.2,0,0,0,NA,NA,NA,NA,NA,NA,41.2,41.2,41.2,"02/20/2020"
"NIGMS",0,0,0,12.2,12.2,12.2,0,0,0,NA,NA,NA,NA,NA,NA,12.2,12.2,12.2,"02/20/2020"
"NINDS",0,5.8,1,0,4.7,0.8,0,1.1,0.2,2.9,2.9,2.9,NA,NA,NA,0.1,7.6,1.5,"02/20/2020"
"All DACs",0,40.1,1.7,0,41.2,8.9,0,20,4.9,0,5.2,2.1,0,0,0,0,47.2,13.6,"02/20/2020"
"JAAMH",0,16.8,1.3,0.2,5.1,2.3,14.9,20,19.5,NA,NA,NA,0.2,5.2,2.7,5.2,20.4,17.9,"02/21/2020"
"NCI DAC",0,7.2,5.9,0.1,2.8,1.7,0,3,0.7,0,0,0,NA,NA,NA,0.1,4.8,2.3,"02/21/2020"
"NHGRI",0.4,3,1.2,0.1,0.2,0.2,0,0,0,0,0,0,NA,NA,NA,0.1,0.2,0.2,"02/21/2020"
"NHLBI",0,15.1,2.6,25.9,26,25.9,0,0,0,0,0,0,NA,NA,NA,25.9,26,25.9,"02/21/2020"
"NIAMS",0.9,0.9,0.9,7.3,7.3,7.3,3.7,3.7,3.7,NA,NA,NA,NA,NA,NA,11,11,11,"02/21/2020"
"NIDDK",0.9,0.9,0.9,40.3,40.3,40.3,0,0,0,NA,NA,NA,NA,NA,NA,40.4,40.4,40.4,"02/21/2020"
"NINDS",0.7,0.9,0.9,4.3,4.5,4.4,2.8,2.8,2.8,NA,NA,NA,22,22,22,7.1,26.3,11.9,"02/21/2020"
"All DACs",0,16.8,2.8,0.1,40.3,8.1,0,20,4.9,0,0,0,0.2,22,9.1,0.1,40.4,13.2,"02/21/2020"
"NCI DAC",0.9,0.9,0.9,2.2,2.2,2.2,0,0,0,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"02/22/2020"
"NHGRI",0.9,0.9,0.9,2.2,2.2,2.2,0,0,0,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"02/22/2020"
"All DACs",0.9,0.9,0.9,2.2,2.2,2.2,0,0,0,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"02/22/2020"
"NCI DAC",0.6,7,3.8,0.5,0.5,0.5,0.2,0.2,0.2,0,0,0,NA,NA,NA,0.5,0.7,0.6,"02/23/2020"
"NHGRI",0,0,0,8,8,8,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,10.2,10.2,10.2,"02/23/2020"
"NIDCR",13.7,13.7,13.7,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,17.4,17.4,17.4,18.8,18.8,18.8,"02/23/2020"
"All DACs",0,13.7,5.3,0.5,8,2.6,0.2,2.2,1.2,0,0,0,17.4,17.4,17.4,0.5,18.8,7.6,"02/23/2020"
"ES DAC",3,3,3,11.2,11.2,11.2,0,0,0,NA,NA,NA,NA,NA,NA,11.2,11.2,11.2,"02/24/2020"
"JAAMH",0,25,5.1,1.7,2.5,2.2,14.9,14.9,14.9,NA,NA,NA,0.2,0.2,0.2,2.3,17.4,14,"02/24/2020"
"NCI DAC",0,37.1,4.3,0,6.5,0.3,0,3.1,0.1,0,0.2,0.1,NA,NA,NA,0,9.6,0.4,"02/24/2020"
"NEI",2.7,2.7,2.7,15.4,15.4,15.4,NA,NA,NA,2.9,2.9,2.9,NA,NA,NA,18.3,18.3,18.3,"02/24/2020"
"NHGRI",0,37.1,4.9,0,7.2,4.9,0,9,2.7,0,10.8,2,NA,NA,NA,0,11.2,7.7,"02/24/2020"
"NHLBI",1.9,10.6,3.1,23.2,24.5,24.3,0,0,0,0,21.3,7.1,NA,NA,NA,23.2,44.7,27.5,"02/24/2020"
"NIAID",2.7,2.7,2.7,17.4,17.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/24/2020"
"NICHD",2.7,2.7,2.7,1.2,1.2,1.2,17,17,17,NA,NA,NA,NA,NA,NA,18.2,18.2,18.2,"02/24/2020"
"NIDCR",2.7,2.7,2.7,1.3,1.3,1.3,NA,NA,NA,17.3,17.3,17.3,NA,NA,NA,18.6,18.6,18.6,"02/24/2020"
"NIDDK",2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/24/2020"
"NINDS",5.8,37.1,21.5,1.2,1.3,1.2,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,3.9,4,4,"02/24/2020"
"All DACs",0,37.1,4.3,0,24.5,5.2,0,17,1.8,0,21.3,3.3,0.2,2.8,1.2,0,44.7,4.2,"02/24/2020"
"CDAC",0.1,11.1,5.6,3.2,3.4,3.3,0,0,0,NA,NA,NA,NA,NA,NA,3.2,3.4,3.3,"02/25/2020"
"JAAMH",0,11.9,2.4,0.8,1.3,1.1,14.9,14.9,14.9,NA,NA,NA,NA,NA,NA,15.6,16.2,16,"02/25/2020"
"NCI DAC",0,18.8,2.4,0.2,6.3,1.1,0,3,0.4,0,0.1,0,NA,NA,NA,0.3,9.3,1.4,"02/25/2020"
"NEI",0,0,0,14.2,14.2,14.2,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,17.1,17.1,17.1,"02/25/2020"
"NHGRI",0,18.8,2.5,0,5.9,1.2,0,4,0.6,0,0,0,NA,NA,NA,0,9.9,1.7,"02/25/2020"
"NHLBI",0,5.1,0.6,2,22.2,20,0,41,4.6,NA,NA,NA,NA,NA,NA,22,43,24.5,"02/25/2020"
"NIAID",5.8,5.8,5.8,15.6,15.6,15.6,76.2,76.2,76.2,NA,NA,NA,NA,NA,NA,91.8,91.8,91.8,"02/25/2020"
"NINDS",0,0,0,0.3,0.3,0.3,2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,3.1,3.1,3.1,"02/25/2020"
"All DACs",0,18.8,2.2,0,22.2,4.2,0,76.2,4.5,0,0.1,0,NA,NA,NA,0,91.8,8.2,"02/25/2020"
"CDAC",1.1,1.1,1.1,2.3,2.3,2.3,0,0,0,NA,NA,NA,NA,NA,NA,2.3,2.3,2.3,"02/26/2020"
"ES DAC",4.9,13.9,7.9,9,9.1,9,0,0,0,NA,NA,NA,0,0,0,9,9.1,9,"02/26/2020"
"JAAMH",0,25.8,11.3,0.1,0.6,0.3,14,14.9,14.5,NA,NA,NA,0.9,0.9,0.9,1.1,15.1,11,"02/26/2020"
"Kids First DAC",27,27,27,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,"02/26/2020"
"NCI DAC",0,36,5.7,0,0.8,0.1,0,0,0,0,0,0,NA,NA,NA,0,0.9,0.1,"02/26/2020"
"NEI",7.4,10.1,9.2,12.6,13.2,13,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,15.5,16,15.9,"02/26/2020"
"NHGRI",0,28.8,9.4,0,5,2.7,0,2.3,1.5,0,0,0,NA,NA,NA,0,7.2,3.9,"02/26/2020"
"NHLBI",0.8,7.9,6,0.1,21.9,14.1,0,0,0,0,0,0,NA,NA,NA,0.1,22,14.2,"02/26/2020"
"NICHD",7.4,36,21.7,1.4,1.7,1.5,0,0,0,NA,NA,NA,NA,NA,NA,1.4,1.7,1.5,"02/26/2020"
"NIDCR",7.2,7.2,7.2,5,5,5,NA,NA,NA,3,3,3,NA,NA,NA,7.9,7.9,7.9,"02/26/2020"
"NIDDK",7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/26/2020"
"NINDS",5.1,5.1,5.1,1.9,1.9,1.9,0,0,0,NA,NA,NA,NA,NA,NA,1.9,1.9,1.9,"02/26/2020"
"All DACs",0,36,8.1,0,21.9,6.9,0,14.9,1.3,0,3,0.3,0,0.9,0.6,0,22,7.9,"02/26/2020"
"CDAC",0.9,0.9,0.9,1.6,1.6,1.6,0,0,0,NA,NA,NA,NA,NA,NA,1.6,1.6,1.6,"02/27/2020"
"JAAMH",0,1,0.2,0.3,3.9,3.3,14,18.2,17.4,NA,NA,NA,NA,NA,NA,14.3,22,20.7,"02/27/2020"
"Kids First DAC",70.1,70.1,70.1,3.8,3.8,3.8,0,3,1.5,NA,NA,NA,NA,NA,NA,3.8,6.8,5.3,"02/27/2020"
"NCI DAC",0,22.9,2,0,0.9,0.4,0,2.9,1.1,0,0,0,NA,NA,NA,0,3.8,1,"02/27/2020"
"NEI",6.2,6.2,6.2,12.1,12.1,12.1,13,13,13,NA,NA,NA,NA,NA,NA,25.1,25.1,25.1,"02/27/2020"
"NHGRI",0,8.8,4,0,4.1,0.5,0,7.3,0.9,0,0,0,NA,NA,NA,0,7.7,1.2,"02/27/2020"
"NHLBI",0,70.1,6.1,4.8,25,20.7,0,0,0,0,15.7,4.9,NA,NA,NA,4.8,40.7,25.1,"02/27/2020"
"NICHD",1.5,1.5,1.5,1,1,1,60,60,60,NA,NA,NA,NA,NA,NA,61.1,61.1,61.1,"02/27/2020"
"All DACs",0,70.1,3.8,0,25,5.6,0,60,9.6,0,15.7,2.4,NA,NA,NA,0,61.1,12.7,"02/27/2020"
"JAAMH",0,1,0.3,2.8,3.2,3,18.2,18.2,18.2,2.2,2.2,2.2,2.2,2.2,2.2,5.1,21.5,16.5,"02/28/2020"
"NCI DAC",0,11.5,2.3,0,2.9,1.1,0,9.4,0.4,0,0.4,0.1,NA,NA,NA,0,9.5,1.5,"02/28/2020"
"NHGRI",0,11.5,3.9,0.2,7.2,2.7,0,5.2,0.7,0,0,0,NA,NA,NA,0.2,12.4,3.4,"02/28/2020"
"NHLBI",0,9.1,8.2,19,20.1,19,0,0.2,0,NA,NA,NA,NA,NA,NA,19,20.1,19,"02/28/2020"
"NIAMS",0,0,0,0.3,0.3,0.3,10.7,10.7,10.7,NA,NA,NA,NA,NA,NA,11,11,11,"02/28/2020"
"NIDCR",0,7.9,2.6,3,3,3,2.9,2.9,2.9,NA,NA,NA,3,3,3,5.9,6,6,"02/28/2020"
"NIDDK",9.1,9.1,9.1,33.1,33.1,33.1,0,0,0,NA,NA,NA,NA,NA,NA,33.1,33.1,33.1,"02/28/2020"
"NINDS",0,8.3,5,3.7,4,3.8,0,9.1,2.8,NA,NA,NA,NA,NA,NA,3.7,13.1,6.6,"02/28/2020"
"All DACs",0,11.5,4.3,0,33.1,7.5,0,18.2,2.1,0,2.2,1.1,2.2,3,2.7,0,33.1,9.6,"02/28/2020"
"NCI DAC",0,0.8,0.1,2.3,8.3,5.5,0,3,0.7,0.1,0.1,0.1,NA,NA,NA,2.7,10.8,5.8,"02/29/2020"
"NHGRI",0,0,0,2,2,2,NA,NA,NA,0,0,0,NA,NA,NA,2,2,2,"02/29/2020"
"All DACs",0,0.8,0.1,2,8.3,5.4,0,3,0.7,0,0.1,0.1,NA,NA,NA,2,10.8,5.7,"02/29/2020"
"JAAMH",2,5.8,2.6,0.7,1.3,1.2,18.2,18.2,18.2,NA,NA,NA,2.2,2.2,2.2,2.9,19.5,16.7,"03/01/2020"
"NCI DAC",0,289.9,17.1,0.6,6.7,1.1,0.3,0.3,0.3,0,0,0,NA,NA,NA,0.9,6.7,1.4,"03/01/2020"
"NHGRI",0,47.6,5.9,0.9,4.4,1.3,0,5.2,0.4,0,0,0,NA,NA,NA,0.9,9.6,1.6,"03/01/2020"
"NHLBI",1.1,289.9,64.3,17.8,22.3,19.8,0,0,0,0,0,0,NA,NA,NA,17.8,22.3,19.8,"03/01/2020"
"NIAMS",2,2,2,1.1,1.1,1.1,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,2,2,2,"03/01/2020"
"NIDCR",12.3,12.3,12.3,0.7,0.7,0.7,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,3.6,3.6,3.6,"03/01/2020"
"All DACs",0,289.9,21,0.6,22.3,4.9,0,18.2,2.5,0,0,0,2.2,2.2,2.2,0.9,22.3,7,"03/01/2020"
"CDAC",0,2.7,0.7,10,10.2,10.1,0,0,0,NA,NA,NA,NA,NA,NA,10,10.3,10.2,"03/02/2020"
"JAAMH",0,43.9,11.5,0,1,0.5,17.1,18.3,17.8,NA,NA,NA,2.1,3.1,2.6,2.3,18.8,16.3,"03/02/2020"
"Kids First DAC",1.3,1.3,1.3,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"03/02/2020"
"NCATS",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/02/2020"
"NCI DAC",0,43.9,9.9,0,6.4,1.3,0,3,0.2,0,3,0.7,NA,NA,NA,0,9.4,1.5,"03/02/2020"
"NEI",0,1.8,0.1,7.9,8.5,8.1,2.9,2.9,2.9,2.9,2.9,2.9,NA,NA,NA,10.8,11.4,11,"03/02/2020"
"NHGRI",0,43.9,7.1,0.2,4,1.6,0,5.2,0.2,0,5.2,1,NA,NA,NA,0.3,9.2,1.9,"03/02/2020"
"NHLBI",0,43.9,5.2,16,21,17.1,0,20.1,1.2,0,32,11.4,NA,NA,NA,16,49.1,20,"03/02/2020"
"NIAID",0,0,0,86,86,86,21,21,21,NA,NA,NA,NA,NA,NA,107.1,107.1,107.1,"03/02/2020"
"NIAMS",0,0,0,9.9,9.9,9.9,4.8,11.8,6,NA,NA,NA,NA,NA,NA,14.8,21.7,15.9,"03/02/2020"
"NICHD",43.9,43.9,43.9,1.8,1.9,1.9,0,0,0,NA,NA,NA,0,0,0,1.9,1.9,1.9,"03/02/2020"
"NIDDK",0.1,0.1,0.1,30.2,30.2,30.2,0,0,0,NA,NA,NA,NA,NA,NA,30.2,30.2,30.2,"03/02/2020"
"NIGMS",0,3,0.8,1,1.3,1.2,0,56.9,19,0,0,0,NA,NA,NA,1,58.2,17.5,"03/02/2020"
"NINDS",0,43.9,14.4,0.8,1.2,1,0,9.1,2.3,NA,NA,NA,NA,NA,NA,0.9,10.2,3.3,"03/02/2020"
"All DACs",0,43.9,7.7,0,86,6.6,0,56.9,3.3,0,32,5.9,0,3.1,2.4,0,107.1,10.2,"03/02/2020"
"CDAC",0.1,1.8,1,9,9.3,9.2,0,4,2,NA,NA,NA,NA,NA,NA,9,13.3,11.2,"03/03/2020"
"JAAMH",0,15.9,2.5,0,0.3,0.3,17.2,50.2,17.9,NA,NA,NA,2,2,2,2.2,50.2,17.9,"03/03/2020"
"NCI DAC",0,42,4.1,0.8,3.5,1.8,0,1,0.2,0,1,0.2,NA,NA,NA,0.8,4.2,2,"03/03/2020"
"NEI",1.8,1.8,1.8,7.2,7.2,7.2,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,10.1,10.1,10.1,"03/03/2020"
"NHGRI",0,42,3.7,1.5,3.2,2.2,0,5.9,0.9,0,6.3,1.9,NA,NA,NA,1.5,9.5,3.2,"03/03/2020"
"NHLBI",0,14.1,3.2,19.8,20.6,20.1,0,15.9,1.6,0,16,4.6,NA,NA,NA,19.8,36.5,23.3,"03/03/2020"
"NIAMS",0.1,1.8,1.1,9.7,10,9.9,4.1,4.1,4.1,4,4,4,NA,NA,NA,13.8,14.1,13.9,"03/03/2020"
"NICHD",0,0,0,0.8,0.8,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,"03/03/2020"
"NIGMS",0,0,0,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"03/03/2020"
"NINDS",0.3,6.8,2.8,0.1,1,0.3,0,8,1.4,NA,NA,NA,1.9,1.9,1.9,0.2,9,1.8,"03/03/2020"
"All DACs",0,42,3.2,0,20.6,5.5,0,50.2,5.7,0,16,3.1,1.9,2,2,0.1,50.2,10.7,"03/03/2020"
"CDAC",0,25,12.5,8,8.2,8.1,4,4,4,NA,NA,NA,NA,NA,NA,12,12.2,12.1,"03/04/2020"
"JAAMH",0,25,19,0.2,0.8,0.3,16.2,20.2,19.8,NA,NA,NA,6.2,6.2,6.2,7,20.4,12.3,"03/04/2020"
"NCI DAC",0,25,7.9,0.2,2.2,1.8,0,1,0.5,0.1,1,0.4,NA,NA,NA,1.1,2.8,2.3,"03/04/2020"
"NHGRI",0,25,4.9,1.6,2.2,2,0,6.3,1,0,0,0,NA,NA,NA,1.6,8.5,3,"03/04/2020"
"NHLBI",0,25,17.3,1,19.5,17.9,0,7.1,1.8,0,16,0.8,NA,NA,NA,1,35.5,18.9,"03/04/2020"
"NIAID",25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/04/2020"
"NICHD",25,25,25,4.9,4.9,4.9,0,0,0,NA,NA,NA,NA,NA,NA,4.9,4.9,4.9,"03/04/2020"
"NIGMS",0,25,16.7,55.9,55.9,55.9,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,56,56,56,"03/04/2020"
"NINDS",25,25,25,0.2,0.2,0.2,0.8,8,2.4,NA,NA,NA,NA,NA,NA,1,8.2,2.6,"03/04/2020"
"All DACs",0,25,16,0.2,55.9,3.3,0,20.2,4.2,0,16,0.7,6.2,6.2,6.2,1,56,9.1,"03/04/2020"
"CDAC",1.1,15.2,7.4,7.2,7.2,7.2,4,4,4,NA,NA,NA,NA,NA,NA,11.2,11.2,11.2,"03/05/2020"
"JAAMH",0.3,51.6,17,0.1,5.1,0.2,19.3,19.3,19.3,NA,NA,NA,0.1,1,0.5,0.5,19.4,18.8,"03/05/2020"
"Kids First DAC",1.1,1.1,1.1,1.1,1.1,1.1,NA,NA,NA,0,0,0,NA,NA,NA,1.1,1.1,1.1,"03/05/2020"
"NCI DAC",0.3,100.7,35,0.6,1.2,0.9,0.2,1,0.7,0.2,0.2,0.2,NA,NA,NA,0.8,2.2,1.4,"03/05/2020"
"NHGRI",5.8,15.2,7.6,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"03/05/2020"
"NHLBI",0,5.8,5.3,6.7,19,18.5,0,18.2,0.4,0,0,0,NA,NA,NA,14.2,24.9,18.8,"03/05/2020"
"NIAMS",5.8,5.8,5.8,8,8,8,4,4,4,NA,NA,NA,NA,NA,NA,12,12,12,"03/05/2020"
"NIDDK",5.8,5.8,5.8,27.2,27.2,27.2,0,0,0,NA,NA,NA,NA,NA,NA,27.3,27.3,27.3,"03/05/2020"
"NINDS",5.8,15.2,11.4,7,7,7,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,7.1,7.1,7.1,"03/05/2020"
"All DACs",0,100.7,14.7,0.1,27.2,7.3,0,19.3,6.5,0,0.2,0.1,0.1,1,0.5,0.5,27.3,13,"03/05/2020"
"CDAC",0,0.1,0,6.1,6.3,6.2,4,15,9.5,NA,NA,NA,NA,NA,NA,10.3,21.1,15.7,"03/06/2020"
"JAAMH",0.1,2,0.4,4.1,4.4,4.2,14.1,14.2,14.2,NA,NA,NA,1,1,1,5.1,18.6,14,"03/06/2020"
"Kids First DAC",17.6,17.6,17.6,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"03/06/2020"
"NCATS",0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/06/2020"
"NCI DAC",0,20.8,3.9,0,1.8,0.3,0,3,0.3,0,0,0,NA,NA,NA,0,4.8,0.6,"03/06/2020"
"NEI",0.1,0.1,0.1,4,4,4,2.9,2.9,2.9,2.9,2.9,2.9,NA,NA,NA,6.9,6.9,6.9,"03/06/2020"
"NHGRI",0,17.6,3.4,0.1,9.8,1.7,0,15.8,4.3,0,7.5,0.5,NA,NA,NA,0.1,19.1,5,"03/06/2020"
"NHLBI",0.1,21.1,11.1,10,18,15.1,0,16,7.4,0,0,0,NA,NA,NA,10,33,21.1,"03/06/2020"
"NIAID",0.1,0.1,0.1,82.1,82.1,82.1,NA,NA,NA,NA,NA,NA,21,21,21,103.2,103.2,103.2,"03/06/2020"
"NIAMS",0,0.1,0.1,6.9,6.9,6.9,10.9,10.9,10.9,NA,NA,NA,NA,NA,NA,17.8,17.8,17.8,"03/06/2020"
"NIDDK",0.1,0.1,0.1,26.1,26.1,26.1,0,0,0,NA,NA,NA,NA,NA,NA,26.1,26.1,26.1,"03/06/2020"
"NIGMS",0,15.7,3.4,54,54.2,54,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,54,54.2,54.1,"03/06/2020"
"NINDS",0.5,0.5,0.5,6.1,6.1,6.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,6.2,6.2,6.2,"03/06/2020"
"All DACs",0,21.1,4.4,0,82.1,5.9,0,16,4.5,0,7.5,0.4,1,21,3,0,103.2,9.6,"03/06/2020"
"NHGRI",5.2,5.2,5.2,2.3,2.3,2.3,0,0,0,NA,NA,NA,NA,NA,NA,2.3,2.3,2.3,"03/07/2020"
"All DACs",5.2,5.2,5.2,2.3,2.3,2.3,0,0,0,NA,NA,NA,NA,NA,NA,2.3,2.3,2.3,"03/07/2020"
"JAAMH",1.1,6.9,4.3,1.8,1.8,1.8,14.2,14.2,14.2,1,1,1,NA,NA,NA,2.9,16,8.9,"03/08/2020"
"NCI DAC",11.8,11.8,11.8,6.9,6.9,6.9,0.8,3.8,2.3,NA,NA,NA,NA,NA,NA,7.7,10.7,9.2,"03/08/2020"
"NHGRI",1.1,5.5,2.6,1,8.1,3.4,0,2.3,1.1,0,0,0,NA,NA,NA,1,10.4,4.1,"03/08/2020"
"All DACs",1.1,11.8,4.9,1,8.1,2.8,0,14.2,8.7,0,1,0.9,NA,NA,NA,1,16,8,"03/08/2020"
"CDAC",5.2,6,5.6,3.3,3.4,3.4,4,4,4,NA,NA,NA,NA,NA,NA,7.3,7.4,7.4,"03/09/2020"
"JAAMH",0,6.1,3.6,1.1,1.4,1.3,14.2,14.2,14.2,NA,NA,NA,NA,NA,NA,15.3,15.6,15.5,"03/09/2020"
"NCI DAC",0,11,5.7,0.1,6.4,1,0,3.8,0.2,0,0,0,NA,NA,NA,0.1,10.2,1.2,"03/09/2020"
"NEI",3.3,7,4.9,1.1,1.2,1.2,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,4,4.2,4.1,"03/09/2020"
"NHGRI",0,11,4.9,0.7,7,2.4,0,9,0.2,0,0,0,NA,NA,NA,0.7,10.2,2.6,"03/09/2020"
"NHLBI",0,7.9,4.6,8.1,15.4,14.4,0,0.2,0,0,0,0,NA,NA,NA,8.1,15.5,14.4,"03/09/2020"
"NIAMS",0.1,5.5,2.8,7.1,7.2,7.2,1,1,1,1,1,1,NA,NA,NA,8.1,8.2,8.2,"03/09/2020"
