"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"CDAC",0.8,24,12.4,11.9,11.9,11.9,9.9,9.9,9.9,NA,NA,NA,NA,NA,NA,21.8,21.8,21.8,"03/09/2017"
"JAAMH",0,10.6,1.5,3.9,6,5.5,8.4,30.2,11.5,0,0,0,2,2,2,3.9,34.5,9.3,"03/09/2017"
"NCI DAC",0,16,4.8,0.1,5.4,2,0,38.9,5.5,NA,NA,NA,4.2,4.2,4.2,0.2,39.9,7.5,"03/09/2017"
"NEI",0.8,0.8,0.8,19.3,19.3,19.3,19,19,19,NA,NA,NA,NA,NA,NA,38.3,38.3,38.3,"03/09/2017"
"NHGRI",0,12.8,3.5,0.1,4,1.9,0,2.2,1.2,0,0,0,NA,NA,NA,0.1,6.2,2.9,"03/09/2017"
"NHLBI",0,45,6.7,0.5,4,3.6,2.3,12.8,3.9,0,0,0,0,0,0,1.1,14.1,6.3,"03/09/2017"
"NIAMS",0,0,0,5.5,5.5,5.5,6,6,6,NA,NA,NA,NA,NA,NA,11.5,11.5,11.5,"03/09/2017"
"NICHD",0.8,0.8,0.8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/09/2017"
"NIDDK",0.8,1,0.9,0,3.8,1.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,3.9,1.2,"03/09/2017"
"NIGMS",0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/09/2017"
"NINDS",0,0.8,0.7,0,0.2,0.1,0,8.1,4.4,NA,NA,NA,0,8.1,2.1,0.1,8.1,3.9,"03/09/2017"
"All DACs",0,45,3.4,0,19.3,3.6,0,38.9,4.3,0,0,0,0,8.1,1.9,0.1,39.9,6.4,"03/09/2017"
"ES DAC",1.8,1.8,1.8,7,7,7,9.7,9.7,9.7,NA,NA,NA,NA,NA,NA,16.7,16.7,16.7,"03/10/2017"
"JAAMH",0,5,3,3,5.1,4.8,8.4,8.4,8.4,2,2,2,0,0,0,3,13.4,9.4,"03/10/2017"
"NCATS",0.8,5,2.3,84.3,96.2,90.2,26.8,26.8,26.8,2,2,2,NA,NA,NA,98.2,111.1,104.7,"03/10/2017"
"NCI DAC",0,148,11.8,0,4.5,3.1,0,33.7,5.6,8,8,8,NA,NA,NA,0,38.2,8.9,"03/10/2017"
"NEI",0,5,1,18.1,18.2,18.1,0,19,3.8,NA,NA,NA,NA,NA,NA,18.1,37.2,21.9,"03/10/2017"
"NHGRI",0,148,6,0.2,3.2,0.7,0,2.2,0.4,0,0,0,NA,NA,NA,0.2,5.5,0.8,"03/10/2017"
"NHLBI",0.8,5,4.7,3,3.3,3.1,0,0,0,0,23.1,22.6,NA,NA,NA,3,26.2,24.9,"03/10/2017"
"NIAMS",1,5,1.8,4.3,4.4,4.4,14.8,14.8,14.8,14.8,14.8,14.8,NA,NA,NA,19,19,19,"03/10/2017"
"NICHD",0,0,0,3.8,3.8,3.8,16,16,16,NA,NA,NA,NA,NA,NA,19.8,19.8,19.8,"03/10/2017"
"NIDDK",2.9,5,4.9,2.8,3,2.9,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3,3.1,3.1,"03/10/2017"
"NIGMS",0.8,5,4.2,41,41,41,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,41,41,41,"03/10/2017"
"NINDS",1,5,4,4,4.1,4,2.2,20,11.5,20,20,20,NA,NA,NA,6.3,24,16.6,"03/10/2017"
"All DACs",0,148,5.1,0,96.2,4.3,0,33.7,3.5,0,23.1,13.9,0,0,0,0,111.1,14.4,"03/10/2017"
"JAAMH",0,0,0,4.2,4.2,4.2,8.4,8.4,8.4,NA,NA,NA,NA,NA,NA,12.7,12.7,12.7,"03/11/2017"
"NCI DAC",0.5,5.1,2.8,1.5,1.8,1.6,0,2.3,1.1,NA,NA,NA,NA,NA,NA,1.8,3.8,2.8,"03/11/2017"
"NHGRI",0,0,0,2.3,2.3,2.3,0,0,0,NA,NA,NA,NA,NA,NA,2.3,2.3,2.3,"03/11/2017"
"All DACs",0,5.1,0.8,1.5,4.2,3.2,0,8.4,5.1,NA,NA,NA,NA,NA,NA,1.8,12.7,8.4,"03/11/2017"
"ES DAC",2.8,2.8,2.8,4.8,4.8,4.8,NA,NA,NA,NA,NA,NA,0,0,0,4.8,4.8,4.8,"03/12/2017"
"JAAMH",2.8,2.8,2.8,0.5,2.5,0.7,8.4,30.2,27.8,NA,NA,NA,NA,NA,NA,10.9,30.7,28.5,"03/12/2017"
"NCI DAC",0.7,10.2,6.5,0.4,2.1,1.6,0,33.7,7.9,22.8,546.7,471.9,127.7,127.7,127.7,0.5,548.7,204.4,"03/12/2017"
"NEI",10,10,10,15.8,15.8,15.8,19,19,19,NA,NA,NA,NA,NA,NA,34.8,34.8,34.8,"03/12/2017"
"NHGRI",0.8,10,5.3,0.5,0.5,0.5,0,2.2,2.1,2.2,2.2,2.2,NA,NA,NA,0.5,2.8,2.6,"03/12/2017"
"NHLBI",2.8,2.8,2.8,0.7,0.7,0.7,NA,NA,NA,0,0,0,NA,NA,NA,0.7,0.7,0.7,"03/12/2017"
"NICHD",2.8,2.8,2.8,1.5,1.5,1.5,16,16,16,0,0,0,NA,NA,NA,1.5,17.6,12.2,"03/12/2017"
"NIGMS",2.8,10,3.4,38.5,38.5,38.5,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,38.6,38.6,38.6,"03/12/2017"
"NINDS",2.8,2.8,2.8,1.5,1.5,1.5,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,3.7,3.7,3.7,"03/12/2017"
"All DACs",0.7,10.2,5.3,0.4,38.5,5.5,0,33.7,9.5,0,546.7,275.7,0,127.7,104.5,0.5,548.7,111.5,"03/12/2017"
"CDAC",2.9,3.6,3.2,2.2,2.7,2.4,0,0,0,NA,NA,NA,0,0,0,2.2,2.7,2.5,"03/13/2017"
"JAAMH",0,7,2.8,0.1,7,1.9,8.4,30.2,10.1,0,0,0,2,2,2,0.1,30.4,10.6,"03/13/2017"
"NCI DAC",0,34.1,9.8,0,7.1,2.3,0,33.7,4.5,2.3,2.3,2.3,0.9,33.7,6.3,0,35.4,6.9,"03/13/2017"
"NEI",0,303,122.4,14.8,16.1,15.5,0,19,6.3,NA,NA,NA,NA,NA,NA,16.1,33.8,22,"03/13/2017"
"NHGRI",0,303,28.4,0,7.2,3.5,0,9.1,1.7,0,2.3,0.6,NA,NA,NA,0,9.5,5.1,"03/13/2017"
"NHLBI",0,17.1,8.9,0,0.9,0.5,41.1,41.2,41.2,0,2,0.1,NA,NA,NA,0,42.1,14.6,"03/13/2017"
"NIAMS",2.9,5.7,3.8,1.8,1.9,1.8,5.3,5.3,5.3,NA,NA,NA,NA,NA,NA,7.1,7.2,7.1,"03/13/2017"
"NIDDK",2.9,12.5,8.4,0.2,0.9,0.5,0,0.2,0.1,NA,NA,NA,NA,NA,NA,0.3,0.9,0.6,"03/13/2017"
"NIGMS",2.9,3.8,3.1,37.9,38.2,38,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,38.1,38.4,38.2,"03/13/2017"
"NINDS",2.9,7,5.1,0.8,1,0.9,2.2,8.1,2.7,NA,NA,NA,NA,NA,NA,3,8.9,3.6,"03/13/2017"
"All DACs",0,303,14,0,38.2,2.9,0,41.2,7.5,0,2.3,0.2,0,33.7,4,0,42.1,8.9,"03/13/2017"
"JAAMH",0,3.5,2.1,0.8,5.8,2.2,8.5,23.2,12.1,NA,NA,NA,NA,NA,NA,9.2,28.9,14.4,"03/14/2017"
"NCI DAC",0,39.1,5.8,0,6.2,2.9,0,33.1,19.1,0,574.9,224.5,32,34.1,33.5,0,577.2,61.8,"03/14/2017"
"NEI",5,5,5,13.9,13.9,13.9,19,19,19,NA,NA,NA,NA,NA,NA,32.9,32.9,32.9,"03/14/2017"
"NHGRI",0,22.2,4.9,0,5.9,3.9,0,2.3,1.3,0,2.3,1.2,NA,NA,NA,0,8.2,5.3,"03/14/2017"
"NHLBI",0,0.1,0,0.3,0.9,0.8,41.2,41.2,41.2,NA,NA,NA,NA,NA,NA,42.1,42.1,42.1,"03/14/2017"
"NICHD",0.1,0.1,0.1,0.3,0.3,0.3,21,21,21,NA,NA,NA,NA,NA,NA,21.3,21.3,21.3,"03/14/2017"
"NIDCR",5.8,5.8,5.8,0.2,0.2,0.2,NA,NA,NA,14.8,14.8,14.8,NA,NA,NA,15,15,15,"03/14/2017"
"NIGMS",3.5,3.5,3.5,37,37,37,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,37.2,37.2,37.2,"03/14/2017"
"All DACs",0,39.1,4.8,0,37,3.4,0,41.2,13.5,0,574.9,177.6,32,34.1,33.5,0,577.2,38.8,"03/14/2017"
"CDAC",0,42.4,7.5,0,5.8,3.9,0,9.9,1.7,NA,NA,NA,NA,NA,NA,0,15.6,5.5,"03/15/2017"
"ES DAC",0,0,0,2.2,2.2,2.2,100.8,100.8,100.8,NA,NA,NA,100.8,100.8,100.8,103,103,103,"03/15/2017"
"JAAMH",0,55.8,10.4,0.1,8.5,7.5,4.2,23.2,12.4,NA,NA,NA,0,23.2,4.2,4.8,28,16.4,"03/15/2017"
"NCI DAC",0,42.4,2.4,0.8,5,2.5,0,31,2.9,0,570.9,109.7,2.8,20.9,4.6,0.8,572.9,68.6,"03/15/2017"
"NEI",0,0,0,13.9,13.9,13.9,0,0,0,NA,NA,NA,NA,NA,NA,13.9,13.9,13.9,"03/15/2017"
"NHGRI",0,42.4,0.8,0.7,4.8,4.6,0,2.3,0.5,0,20.9,0.6,NA,NA,NA,0.7,23,5.1,"03/15/2017"
"NHLBI",0,1.8,0.3,0,4.1,2.1,0,41.1,14.9,0,0,0,NA,NA,NA,0.1,41.1,9.6,"03/15/2017"
"NIAID",0,0,0,36.9,36.9,36.9,0,0,0,NA,NA,NA,NA,NA,NA,36.9,36.9,36.9,"03/15/2017"
"NIAMS",0,0.5,0.1,1.6,1.7,1.7,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,4.9,5,4.9,"03/15/2017"
"NICHD",0,0,0,4.8,4.8,4.8,NA,NA,NA,0,0,0,NA,NA,NA,4.8,4.8,4.8,"03/15/2017"
"NIDCD DAC",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/15/2017"
"NIDCR",0,1.8,0.3,0.1,1.7,1.5,NA,NA,NA,3.2,3.2,3.2,6.8,6.8,6.8,5,6.9,5.2,"03/15/2017"
"NIDDK",0,0,0,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,0,0,0,0.7,0.7,0.7,"03/15/2017"
"NIGMS",0,42.4,5.1,35.7,35.7,35.7,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,35.9,35.9,35.9,"03/15/2017"
"NINDS",0,5.8,0.3,0.8,1.4,1,0,0.8,0.2,1,17.8,7.2,0.8,17.8,7.6,1.1,18.7,7.1,"03/15/2017"
"All DACs",0,55.8,3,0,36.9,4.6,0,100.8,6.8,0,570.9,44,0,100.8,6.9,0,572.9,31.6,"03/15/2017"
"JAAMH",0,51.3,10.6,3.5,7.5,6.1,4.2,23.2,13.3,0,0,0,6.5,6.6,6.6,4,26.9,16,"03/16/2017"
"NCI DAC",0,15,1.4,0.2,4.5,3.9,0,28,1.9,0,0,0,0,0,0,0.2,31.9,5.6,"03/16/2017"
"NEI",1.2,1.2,1.2,13.2,13.2,13.2,0,0,0,0,0,0,NA,NA,NA,13.2,13.2,13.2,"03/16/2017"
"NHGRI",0,15.5,1.9,0,3.9,0.4,0,2.3,0.1,0,0,0,NA,NA,NA,0,6.2,0.4,"03/16/2017"
"NHLBI",0,8.2,0.8,3.2,4,3.6,0,10.1,2.5,0.6,156.3,78.5,0,0.6,0.2,3.2,160.3,8.8,"03/16/2017"
"NIAMS",1.2,1.2,1.2,1,1,1,3.2,3.2,3.2,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"03/16/2017"
"NICHD",1.2,51.3,19.1,3.8,4.1,4,0,15,5,NA,NA,NA,NA,NA,NA,4,18.8,9,"03/16/2017"
"NIDDK",1.2,1.2,1.2,1.1,1.1,1.1,0,0,0,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,"03/16/2017"
"NINDS",0.1,1.2,1,0.2,0.8,0.2,0,0.8,0.7,NA,NA,NA,NA,NA,NA,0.8,1,1,"03/16/2017"
"All DACs",0,51.3,3.7,0,13.2,3.6,0,28,3.2,0,156.3,12.1,0,6.6,3.7,0,160.3,7.2,"03/16/2017"
"CDAC",0.5,0.5,0.5,4.1,4.1,4.1,0,0,0,NA,NA,NA,NA,NA,NA,4.1,4.1,4.1,"03/17/2017"
"JAAMH",0,41.5,26.5,3,6.5,5.2,0,12.6,2.8,NA,NA,NA,6.6,6.6,6.6,3,18.8,10.1,"03/17/2017"
"NCI DAC",0,41.9,14.7,0.1,3.2,2.6,0,27.9,13.3,0,27.9,5.5,27.9,27.9,27.9,0.1,30.9,12.9,"03/17/2017"
"NHGRI",0.2,41.9,16.4,0.1,3,2.4,0,2.3,1.7,0,0,0,NA,NA,NA,0.1,5.3,3.9,"03/17/2017"
"NIAMS",0.1,0.1,0.1,0,0,0,12,12,12,NA,NA,NA,NA,NA,NA,12.1,12.1,12.1,"03/17/2017"
"All DACs",0,41.9,18.8,0,6.5,3.6,0,27.9,5.9,0,27.9,4.8,6.6,27.9,8.4,0.1,30.9,9.9,"03/17/2017"
"All DACs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/18/2017"
"JAAMH",4.6,4.6,4.6,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,6.6,6.6,6.6,10.5,10.5,10.5,"03/19/2017"
"NIGMS",4.6,4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/19/2017"
"All DACs",4.6,4.6,4.6,3.9,3.9,3.9,NA,NA,NA,NA,NA,NA,6.6,6.6,6.6,10.5,10.5,10.5,"03/19/2017"
"CDAC",2.2,2.2,2.2,0.6,0.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,"03/20/2017"
"JAAMH",0,17.8,2.6,0,6.9,3.4,3.1,23.2,12.2,NA,NA,NA,NA,NA,NA,10,23.2,15.8,"03/20/2017"
"NCATS",0.4,0.4,0.4,85.7,85.7,85.7,NA,NA,NA,0,0,0,NA,NA,NA,85.8,85.8,85.8,"03/20/2017"
"NCI DAC",0,122.9,6.8,0,7,0.7,0,40.8,2.4,0,570.6,277.7,3.1,63,35.7,0,571.2,22.7,"03/20/2017"
"NEI",0,5.1,1.5,8.1,9.3,8.8,0,19,7.6,NA,NA,NA,NA,NA,NA,8.9,27.3,16.4,"03/20/2017"
"NHGRI",0,122.9,5.8,0.1,6.9,5.2,0,40.8,2.1,0,0.1,0,63,63,63,0.1,63.3,7.9,"03/20/2017"
"NHLBI",0,15.8,5.6,0,1.9,0.8,1,11.2,5.1,0,4.9,2.5,0,0,0,0,11.4,4.9,"03/20/2017"
"NIAMS",0.4,0.4,0.4,0.5,0.5,0.5,8.1,8.1,8.1,8.1,8.1,8.1,NA,NA,NA,8.6,8.6,8.6,"03/20/2017"
"NICHD",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,"03/20/2017"
"NIDCR",0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/20/2017"
"NIDDK",0,5.1,3.4,0.6,0.8,0.7,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.7,0.8,0.8,"03/20/2017"
"NIGMS",0.1,7.2,1.6,30.7,31,30.7,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,30.8,31.2,30.9,"03/20/2017"
"NINDS",0,10.7,1.6,0.7,1.2,0.9,0,12.8,1,NA,NA,NA,NA,NA,NA,0.8,13.9,1.9,"03/20/2017"
"All DACs",0,122.9,4.8,0,85.7,3.3,0,40.8,4.5,0,570.6,75.6,0,63,23.6,0,571.2,13.2,"03/20/2017"
"CDAC",0.6,0.6,0.6,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"03/21/2017"
"JAAMH",0,12.1,0.9,1.9,9.1,2.9,0,21.2,12.9,NA,NA,NA,6.6,6.6,6.6,8.5,23.2,15.7,"03/21/2017"
"NCI DAC",0,18.9,1.6,0,5.9,1.4,0,41.2,8,0,24.9,18.2,NA,NA,NA,0,42.4,10.7,"03/21/2017"
"NEI",0,0,0,8.4,8.4,8.4,0,0,0,NA,NA,NA,NA,NA,NA,8.4,8.4,8.4,"03/21/2017"
"NHGRI",0,3.8,2.2,0.1,5.9,3.6,0,2.3,0.1,0,0,0,NA,NA,NA,0.1,7.9,3.7,"03/21/2017"
"NHLBI",0,3.8,2.8,0,1.6,1.1,0.2,153.8,77,0,502.1,301.3,0,7,5.8,0.3,503.2,121.6,"03/21/2017"
"NICHD",0,3.8,1.4,1,1.1,1.1,0,13.1,4.4,NA,NA,NA,NA,NA,NA,1,14.2,5.4,"03/21/2017"
"NIDDK",0,3.8,3.1,0.1,0.9,0.8,0,5.1,0.7,NA,NA,NA,NA,NA,NA,0.1,6,1.5,"03/21/2017"
"NIGMS",0.6,4,1.7,30.1,30.2,30.1,0.2,0.2,0.2,NA,NA,NA,0.2,0.2,0.2,30.3,30.3,30.3,"03/21/2017"
"NINDS",0,12.1,1.3,0.3,0.4,0.3,0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.4,1.3,0.4,"03/21/2017"
"All DACs",0,18.9,1.7,0,30.2,2.4,0,153.8,11.7,0,502.1,218.7,0,7,5.5,0,503.2,32.5,"03/21/2017"
"CDAC",0,3.1,1.5,13.8,13.9,13.9,0,0,0,NA,NA,NA,NA,NA,NA,13.8,13.9,13.9,"03/22/2017"
"ES DAC",0,19.2,6.4,4.7,5.1,4.9,0,91.1,30.4,NA,NA,NA,NA,NA,NA,5.1,95.8,35.3,"03/22/2017"
"JAAMH",0,19.2,1.5,0.9,1.6,1.3,12.6,21.2,14.2,3.8,3.8,3.8,6.6,6.6,6.6,4.9,22.3,14.5,"03/22/2017"
"NCI DAC",0,21,8.4,0,5,1.3,0,40.9,24.9,0,40.9,10.7,24.8,55.8,51.1,0.7,57,29.2,"03/22/2017"
"NEI",0,3.1,1.5,7,7.1,7.1,0,0,0,NA,NA,NA,NA,NA,NA,7,7.1,7.1,"03/22/2017"
"NHGRI",0,22.9,7.8,0.3,4.8,2.2,0,34,5.3,0,34,3.9,NA,NA,NA,0.3,34.7,7.4,"03/22/2017"
"NHLBI",0,22.9,1.8,0.2,5,2.3,0.5,38.1,21.7,0,650.9,162.9,0.7,0.7,0.7,0.8,652.1,50.6,"03/22/2017"
"NIAID",0,0,0,30.1,30.1,30.1,0,0,0,NA,NA,NA,NA,NA,NA,30.1,30.1,30.1,"03/22/2017"
"NIAMS",3.1,3.1,3.1,0.7,0.7,0.7,11.3,11.3,11.3,NA,NA,NA,NA,NA,NA,12,12,12,"03/22/2017"
"NICHD",0,0,0,2.1,2.1,2.1,NA,NA,NA,0,0,0,NA,NA,NA,2.1,2.1,2.1,"03/22/2017"
"NIDCR",19.2,19.2,19.2,0.4,0.4,0.4,21.2,21.2,21.2,NA,NA,NA,NA,NA,NA,21.6,21.6,21.6,"03/22/2017"
"NIDDK",0,0.2,0.1,0.1,1,0.8,4,5.1,4.1,NA,NA,NA,0.1,0.1,0.1,0.2,5.2,4.5,"03/22/2017"
"NIGMS",0,0,0,28.9,28.9,28.9,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,29.1,29.1,29.1,"03/22/2017"
"NINDS",0,22.9,2,0.1,0.9,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.9,0.8,"03/22/2017"
"All DACs",0,22.9,4.8,0,30.1,2.3,0,91.1,11.9,0,650.9,64.4,0.1,55.8,10,0.1,652.1,22.2,"03/22/2017"
"JAAMH",1,26.8,7.5,0.4,7.2,3.3,0,11.9,10.4,0,0,0,6.2,6.6,6.3,0.5,19,10.1,"03/23/2017"
"NCI DAC",0,13.8,3.6,0.5,10.8,6.2,0,35.2,10.5,0,561.8,530.3,1,21,12.6,0.5,568.4,309.7,"03/23/2017"
"NHGRI",0.8,13.8,4.8,3.2,11.2,6.3,0,2.8,0.6,0,2.8,0.7,NA,NA,NA,3.2,11.2,7,"03/23/2017"
"NHLBI",0.8,7,1.7,3.7,7,6.7,1,26.3,4.3,NA,NA,NA,NA,NA,NA,7.8,33.4,11,"03/23/2017"
"NIAID",13.8,13.8,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/23/2017"
"NIAMS",13.8,13.8,13.8,3.8,3.8,3.8,15.4,15.4,15.4,NA,NA,NA,NA,NA,NA,19.1,19.1,19.1,"03/23/2017"
"NIDDK",13.8,13.8,13.8,3.9,3.9,3.9,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA,7,7,7,"03/23/2017"
"NIGMS",3,3,3,28.2,28.2,28.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,28.4,28.4,28.4,"03/23/2017"
"NINDS",10,10,10,7.2,7.2,7.2,0,0,0,NA,NA,NA,NA,NA,NA,7.2,7.2,7.2,"03/23/2017"
"All DACs",0,26.8,5.2,0.4,28.2,5.7,0,35.2,6.2,0,561.8,341,1,21,11.8,0.5,568.4,117.8,"03/23/2017"
"CDAC",0,0.1,0,11.3,11.9,11.6,0,0,0,NA,NA,NA,NA,NA,NA,11.3,11.9,11.6,"03/24/2017"
"JAAMH",0.1,0.1,0.1,6,10,8.4,11.9,11.9,11.9,0,0,0,NA,NA,NA,10,18,13.2,"03/24/2017"
"NCI DAC",0,6.2,0.5,2.4,10.2,5.8,0,34.8,5.9,2.4,532,162.7,1.8,49.6,48.2,2.4,537.7,47.5,"03/24/2017"
"NHGRI",0,6.2,0.7,2.4,10.3,8.8,0,2.4,0.2,2.4,10.1,6.2,NA,NA,NA,2.4,20.1,9.4,"03/24/2017"
"NHLBI",0.1,15.6,6.8,3,6.2,4.8,0,29,24,0,0,0,0,0,0,3,34.9,18.6,"03/24/2017"
"NIAMS",0.9,0.9,0.9,6.3,6.3,6.3,NA,NA,NA,4.2,4.2,4.2,NA,NA,NA,10.6,10.6,10.6,"03/24/2017"
"NIDCR",0,0,0,5.9,5.9,5.9,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA,10.1,10.1,10.1,"03/24/2017"
"NIDDK",0.9,0.9,0.9,6.3,6.3,6.3,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,"03/24/2017"
"NIGMS",0,0.9,0.3,26.8,27.3,27,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,27,27.5,27.2,"03/24/2017"
"All DACs",0,15.6,2.4,2.4,27.3,6.6,0,34.8,9.6,0,532,22.6,0,49.6,44.4,2.4,537.7,28.3,"03/24/2017"
"NCI DAC",1,1,1,9,9,9,9.2,9.2,9.2,0,0,0,NA,NA,NA,18.2,18.2,18.2,"03/25/2017"
"NHGRI",1.1,4,2.6,5.8,6.2,6,0,0,0,NA,NA,NA,NA,NA,NA,5.8,6.2,6,"03/25/2017"
"All DACs",1,4,2,5.8,9,7,0,9.2,3.1,0,0,0,NA,NA,NA,5.8,18.2,10.1,"03/25/2017"
"NCI DAC",0.7,6.5,3.6,5.1,8.1,6.6,0,0,0,0,0,0,NA,NA,NA,5.1,8.1,6.6,"03/26/2017"
"All DACs",0.7,6.5,3.6,5.1,8.1,6.6,0,0,0,0,0,0,NA,NA,NA,5.1,8.1,6.6,"03/26/2017"
"JAAMH",0,24.1,4.2,2.7,7.3,5.5,10.2,11.9,11.2,0,0,0,NA,NA,NA,6.5,17.5,9.5,"03/27/2017"
"NCI DAC",0.2,28,11.3,2,7.3,4.1,0,12.1,3.4,0,34.8,17.4,NA,NA,NA,3.9,37.1,9.4,"03/27/2017"
"NHGRI",2.7,17.8,11.9,3.9,7.3,5.7,0,2.4,1.2,NA,NA,NA,NA,NA,NA,3.9,9.7,6.8,"03/27/2017"
"NHLBI",0,24.1,8.9,3.1,4.3,3.8,0,25.4,10.9,643.7,643.7,643.7,0,0,0,3.8,646.8,94.7,"03/27/2017"
"NIGMS",17.8,17.8,17.8,24.4,24.4,24.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,24.6,24.6,24.6,"03/27/2017"
"All DACs",0,28,9.1,2,24.4,5.9,0,25.4,4.8,0,643.7,82.6,0,0,0,3.8,646.8,30.3,"03/27/2017"
"JAAMH",0,9,4.4,1.6,1.9,1.7,11.9,11.9,11.9,NA,NA,NA,NA,NA,NA,13.5,13.8,13.6,"03/28/2017"
"NCI DAC",0,21.8,9.9,1.7,6.1,2.7,0,34.2,10.9,0,560.2,187.5,33.2,33.2,33.2,2.9,562.3,35.2,"03/28/2017"
"NEI",0,0,0,20,20,20,13.8,13.8,13.8,NA,NA,NA,NA,NA,NA,33.7,33.7,33.7,"03/28/2017"
"NHGRI",0,21.8,4.9,2.6,6.1,3.6,0,10,1,0,0,0,NA,NA,NA,2.6,15.8,4.6,"03/28/2017"
"NHLBI",0,21.8,2.7,2.7,8.2,3.6,0,25.3,11.9,NA,NA,NA,0,0,0,2.7,29.2,15.1,"03/28/2017"
"NIDDK",4,4,4,1.8,1.8,1.8,0,0,0,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,"03/28/2017"
"NINDS",0,21.8,4.4,1.9,2.4,2,0,3.8,0.8,NA,NA,NA,NA,NA,NA,1.9,6.2,2.7,"03/28/2017"
"All DACs",0,21.8,4.8,1.6,20,3.7,0,34.2,8.9,0,560.2,140.6,0,33.2,16.6,1.8,562.3,17.1,"03/28/2017"
"CDAC",0.8,0.8,0.8,7,7,7,0,0,0,NA,NA,NA,NA,NA,NA,7,7,7,"03/29/2017"
"JAAMH",0,97.7,22.2,0.8,5.2,2.1,10.2,11.9,11.9,0,0,0,0,6.2,4.1,5,15.3,11.2,"03/29/2017"
"NCI DAC",0,106.8,9.4,0.7,8.4,5.6,0,12,2.1,0,556.2,82.7,15.3,111.2,45.1,4,558,29.8,"03/29/2017"
"NEI",0.8,0.8,0.8,20.2,20.2,20.2,13,13,13,NA,NA,NA,NA,NA,NA,33.3,33.3,33.3,"03/29/2017"
"NHGRI",0.8,31.2,7.2,2.2,5.2,3.5,0,2.4,0.4,0,0,0,NA,NA,NA,2.2,7.6,3.8,"03/29/2017"
"NHLBI",0.8,97.7,8.7,2.2,7.2,4.7,0,21.2,7.7,0,0,0,0,0,0,2.2,28.5,9.4,"03/29/2017"
"NICHD",0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,"03/29/2017"
