"DAC","PI.Request.to.SO.Approval_Min","PI.Request.to.SO.Approval_Max","PI.Request.to.SO.Approval_Average","SO.Approval.to.DAC.Claim_Min","SO.Approval.to.DAC.Claim_Max","SO.Approval.to.DAC.Claim_Average","DAC.Claim.to.DAC.Approval_Min","DAC.Claim.to.DAC.Approval_Max","DAC.Claim.to.DAC.Approval_Average","DAC.Claim.to.DAC.Reject_Min","DAC.Claim.to.DAC.Reject_Max","DAC.Claim.to.DAC.Reject_Average","DAC.Claim.to.DAC.Revision_Min","DAC.Claim.to.DAC.Revision_Max","DAC.Claim.to.DAC.Revision_Average","Total.Time.for.DAC.Processing_Min","Total.Time.for.DAC.Processing_Max","Total.Time.for.DAC.Processing_Average","Date"
"JAAMH",0,8.2,2.4,1.8,2.2,2,26.9,26.9,26.9,NA,NA,NA,4.2,4.2,4.2,6,29.1,19.8,"10/16/2019"
"NCI DAC",0,36.2,7,0.3,4.2,1.3,0,2.8,0.4,0,0,0,NA,NA,NA,0.4,7,1.6,"10/16/2019"
"NEI",0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/16/2019"
"NHGRI",0,33,11.6,12,16.1,13.1,0,5.3,0.9,0,0,0,NA,NA,NA,12,21.4,13.8,"10/16/2019"
"NHLBI",0.7,14.2,13.8,0.8,0.8,0.8,NA,NA,NA,0,0,0,NA,NA,NA,0.8,0.8,0.8,"10/16/2019"
"NINDS",13.7,13.7,13.7,2,2,2,0,10,5,NA,NA,NA,NA,NA,NA,2,12.1,7.1,"10/16/2019"
"All DACs",0,36.2,10.6,0.3,16.1,4.4,0,26.9,6,0,0,0,4.2,4.2,4.2,0.4,29.1,9.7,"10/16/2019"
"JAAMH",0,3,0.4,1,1.1,1.1,26.9,26.9,26.9,4.2,4.2,4.2,4.2,4.2,4.2,5.2,28,22.3,"10/17/2019"
"NCI DAC",0,7.6,3,0,3,0.7,0,6,2.3,0,0,0,NA,NA,NA,0,6.4,2.8,"10/17/2019"
"NHGRI",15.8,15.8,15.8,12.1,12.1,12.1,NA,NA,NA,0,0,0,NA,NA,NA,12.1,12.1,12.1,"10/17/2019"
"NHLBI",0.2,4,3.1,20.1,20.1,20.1,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,40,40,40,"10/17/2019"
"NIAMS",0,0,0,0.2,0.2,0.2,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,"10/17/2019"
"NICHD",0.7,0.7,0.7,5.8,5.8,5.8,42,42,42,NA,NA,NA,NA,NA,NA,47.8,47.8,47.8,"10/17/2019"
"NIDCR",0,0,0,6.2,6.2,6.2,13.8,13.8,13.8,NA,NA,NA,NA,NA,NA,20,20,20,"10/17/2019"
"All DACs",0,15.8,2.4,0,20.1,4.6,0,42,19.4,0,4.2,2.5,4.2,4.2,4.2,0,47.8,20.7,"10/17/2019"
"CDAC",0,0.1,0,13.9,14.2,14,0,0,0,NA,NA,NA,NA,NA,NA,13.9,14.2,14,"10/18/2019"
"JAAMH",1.4,1.4,1.4,0.2,0.2,0.2,26.9,26.9,26.9,NA,NA,NA,NA,NA,NA,27,27,27,"10/18/2019"
"NCI DAC",0,35.8,1.3,0,2.8,1.5,0,0.1,0,0,2.8,0.9,NA,NA,NA,0,5.2,1.6,"10/18/2019"
"NHGRI",0,2.9,1.3,9.8,11.1,10.8,0,0,0,0,9.1,2.6,NA,NA,NA,9.8,20.2,11.6,"10/18/2019"
"NHLBI",0.2,0.8,0.2,20.2,28,26.8,0,14.8,14.2,NA,NA,NA,NA,NA,NA,20.2,41.7,41,"10/18/2019"
"NIAMS",1.4,1.4,1.4,3.1,3.1,3.1,7.9,7.9,7.9,NA,NA,NA,NA,NA,NA,11,11,11,"10/18/2019"
"NICHD",57.9,57.9,57.9,5,5,5,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,"10/18/2019"
"NIDDK",1.4,1.4,1.4,14.1,14.1,14.1,23.3,23.3,23.3,NA,NA,NA,NA,NA,NA,37.4,37.4,37.4,"10/18/2019"
"NIGMS",0,2.9,1.5,6.7,6.8,6.8,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,6.9,7,6.9,"10/18/2019"
"NINDS",1.4,1.4,1.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,"10/18/2019"
"All DACs",0,57.9,1.5,0,28,11.2,0,26.9,5.6,0,9.1,2,NA,NA,NA,0,41.7,16.5,"10/18/2019"
"NCI DAC",1.2,5.1,3.2,1.1,2.2,1.7,0,0.8,0.3,0.8,0.8,0.8,NA,NA,NA,1.8,3,2.1,"10/19/2019"
"All DACs",1.2,5.1,3.2,1.1,2.2,1.7,0,0.8,0.3,0.8,0.8,0.8,NA,NA,NA,1.8,3,2.1,"10/19/2019"
"NCI DAC",0.4,5.5,4.9,0.7,6.3,5.3,0,4.3,1.3,0,2.5,1.2,NA,NA,NA,0.7,10.6,6.5,"10/20/2019"
"NHGRI",0,2.9,0.9,8.8,11.5,10.8,0,5.3,4,NA,NA,NA,NA,NA,NA,8.8,16.8,14.8,"10/20/2019"
"NHLBI",0,0,0,25.8,25.8,25.8,NA,NA,NA,13.8,13.8,13.8,NA,NA,NA,39.5,39.5,39.5,"10/20/2019"
"NIDCR",5.4,5.4,5.4,2.7,2.7,2.7,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,22.6,22.6,22.6,"10/20/2019"
"All DACs",0,5.5,4.5,0.7,25.8,5.8,0,19.9,2,0,13.8,5.4,NA,NA,NA,0.7,39.5,8,"10/20/2019"
"ES DAC",0,0,0,2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/21/2019"
"JAAMH",0,12,3.3,1,1.7,1.3,22.8,22.8,22.8,NA,NA,NA,0.1,0.2,0.2,1.6,24.5,21.2,"10/21/2019"
"NCI DAC",0,61.2,2.6,0.1,5.5,1.8,0,4.3,0.1,0,0,0,NA,NA,NA,0.2,9.8,1.9,"10/21/2019"
"NEI",0.1,12,6.1,6.7,7.4,7,4.3,8.1,6.2,NA,NA,NA,NA,NA,NA,11,15.5,13.2,"10/21/2019"
"NHGRI",0.1,12,5.2,8.7,11.4,9.1,0,5.3,0.1,0,0,0,NA,NA,NA,8.7,16.7,9.2,"10/21/2019"
"NHLBI",0,12,3.3,0.1,44.1,6.3,0,14.2,1.9,0,13.8,12.7,NA,NA,NA,0.1,58.3,9.2,"10/21/2019"
"NIAID",0.5,0.5,0.5,3.2,3.2,3.2,46,46,46,NA,NA,NA,NA,NA,NA,49.2,49.2,49.2,"10/21/2019"
"NIAMS",12,12,12,13.7,13.7,13.7,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,14.8,14.8,14.8,"10/21/2019"
"NICHD",0.1,0.9,0.5,2,2.1,2,0,42,14,NA,NA,NA,NA,NA,NA,2.1,44,16,"10/21/2019"
"NIDCR",12,12,12,1.9,1.9,1.9,13.8,13.8,13.8,NA,NA,NA,NA,NA,NA,15.7,15.7,15.7,"10/21/2019"
"NIDDK",0,12,7.2,10.9,34.6,24.7,0,30.8,11.6,NA,NA,NA,NA,NA,NA,34.2,42,36.3,"10/21/2019"
"NIGMS",0.5,0.5,0.5,4.1,4.1,4.1,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,4.2,4.2,4.2,"10/21/2019"
"NINDS",0.1,12,8.1,2.9,3.5,3.1,0,0,0,NA,NA,NA,NA,NA,NA,2.9,3.5,3.1,"10/21/2019"
"All DACs",0,61.2,3.7,0.1,44.1,5.9,0,46,4.2,0,13.8,8.5,0.1,0.2,0.2,0.1,58.3,10.4,"10/21/2019"
"JAAMH",89.2,89.2,89.2,0.2,0.2,0.2,22.8,22.8,22.8,NA,NA,NA,NA,NA,NA,23,23,23,"10/22/2019"
"NCI DAC",0,12,1.7,0,4.6,1.2,0,8.9,0.5,NA,NA,NA,NA,NA,NA,0,9.2,1.7,"10/22/2019"
"NHGRI",0,12,1.2,8.1,9.9,8.3,0,5.3,0.5,0,0,0,NA,NA,NA,8.1,15.2,8.6,"10/22/2019"
"NHLBI",0.5,11.2,4.9,28,43.1,38,14.2,26,20.1,0,0,0,NA,NA,NA,28,69.2,51.4,"10/22/2019"
"NIDCR",0,0.8,0.4,0.7,1.2,1,19.9,19.9,19.9,NA,NA,NA,NA,NA,NA,20.5,20.5,20.5,"10/22/2019"
"NIDDK",2,2,2,33,33,33,NA,NA,NA,0,0,0,NA,NA,NA,33,33,33,"10/22/2019"
"NIGMS",0,0.5,0.2,3,3,3,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,3.1,3.2,3.2,"10/22/2019"
"All DACs",0,89.2,2.3,0,43.1,5.1,0,26,1.2,0,0,0,NA,NA,NA,0,69.2,6.2,"10/22/2019"
"JAAMH",0.8,5,1.4,5.1,6,5.8,72,72,72,NA,NA,NA,0.1,0.1,0.1,6,77,16.2,"10/23/2019"
"Kids First DAC",2,2,2,0.2,0.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,"10/23/2019"
"NCI DAC",0,19,2.5,0,3.8,0.6,0,4.3,0.4,0,0,0,NA,NA,NA,0,8.1,0.9,"10/23/2019"
"NEI",1.7,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/23/2019"
"NHGRI",0,8.2,1.4,7.5,8.8,7.9,0,6.2,1.4,0,0,0,NA,NA,NA,7.5,14,9.1,"10/23/2019"
"NHLBI",0,5,3.8,41.8,42,42,14.2,26.3,15.7,NA,NA,NA,NA,NA,NA,56.2,68,57.6,"10/23/2019"
"NIAMS",1.7,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/23/2019"
"NICHD",1.7,1.7,1.7,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/23/2019"
"NIDDK",1,1,1,32,32,32,7.6,7.6,7.6,NA,NA,NA,NA,NA,NA,39.6,39.6,39.6,"10/23/2019"
"NIGMS",1.7,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/23/2019"
"NINDS",1.7,5,2,1.1,1.1,1.1,0,0,0,NA,NA,NA,NA,NA,NA,1.1,1.1,1.1,"10/23/2019"
"All DACs",0,19,2.4,0,42,11,0,72,5.8,0,0,0,0.1,0.1,0.1,0,77,15.6,"10/23/2019"
"JAAMH",0,0.4,0.2,4.7,4.9,4.8,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,4.8,5,4.8,"10/24/2019"
"NCI DAC",0,21.2,2,0,4.8,1,0,4.3,0.2,0,0.1,0.1,NA,NA,NA,0,7.1,1.2,"10/24/2019"
"NHGRI",0,6.2,1.5,6.7,7.4,7,0,0,0,0,0,0,NA,NA,NA,6.7,7.4,7,"10/24/2019"
"NHLBI",0,14,1.7,1,41.2,5.3,0,26,2.4,0,0,0,NA,NA,NA,1,67,7.5,"10/24/2019"
"NIGMS",0,1.8,1.2,0.7,1.1,0.8,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.9,1.3,1,"10/24/2019"
"All DACs",0,21.2,1.6,0,41.2,4,0,26,1.2,0,0.1,0.1,0.1,0.1,0.1,0,67,5,"10/24/2019"
"JAAMH",21,21,21,4,4,4,16,16,16,NA,NA,NA,NA,NA,NA,20.1,20.1,20.1,"10/25/2019"
"NCI DAC",0,16,4.2,0,3.6,0.8,0,4.3,1.5,0,0.2,0.2,NA,NA,NA,0,6,1.6,"10/25/2019"
"NHGRI",2.8,21,8.9,7,7.1,7,0,5.3,3.5,NA,NA,NA,NA,NA,NA,7.1,12.3,10.6,"10/25/2019"
"NHLBI",0.1,2.4,2.3,0.1,27.1,9.1,0,0,0,0,0,0,NA,NA,NA,0.1,27.1,9.1,"10/25/2019"
"NIAMS",21,21,21,10,10,10,1,1,1,NA,NA,NA,NA,NA,NA,11,11,11,"10/25/2019"
"All DACs",0,21,3.6,0,27.1,3.7,0,16,2.3,0,0.2,0.1,NA,NA,NA,0,27.1,5.2,"10/25/2019"
"NHGRI",25.9,25.9,25.9,5.8,5.8,5.8,5.3,5.3,5.3,NA,NA,NA,NA,NA,NA,11.1,11.1,11.1,"10/26/2019"
"All DACs",25.9,25.9,25.9,5.8,5.8,5.8,5.3,5.3,5.3,NA,NA,NA,NA,NA,NA,11.1,11.1,11.1,"10/26/2019"
"JAAMH",9.8,9.8,9.8,0.6,1.5,1.5,28.2,72,31.9,NA,NA,NA,NA,NA,NA,29.8,72.6,33.4,"10/27/2019"
"Kids First DAC",1.9,1.9,1.9,2.2,2.2,2.2,NA,NA,NA,2.2,2.2,2.2,NA,NA,NA,4.4,4.4,4.4,"10/27/2019"
"NCI DAC",1.6,9.8,5,0.1,6.5,2,0,0.1,0.1,0,4.3,2.2,NA,NA,NA,0.1,10.8,2.9,"10/27/2019"
"NEI",9.8,9.8,9.8,0.5,0.5,0.5,4.3,4.3,4.3,4.3,4.3,4.3,NA,NA,NA,4.8,4.8,4.8,"10/27/2019"
"NHGRI",2.7,9.8,6.2,10.8,10.8,10.8,11.7,11.7,11.7,NA,NA,NA,NA,NA,NA,22.5,22.5,22.5,"10/27/2019"
"NHLBI",3.2,9.8,6.2,24.8,37.8,31.8,0.1,0.1,0.1,0,0,0,NA,NA,NA,24.8,37.9,31.9,"10/27/2019"
"NIAID",9.8,9.8,9.8,29.5,29.5,29.5,38,38,38,NA,NA,NA,NA,NA,NA,67.6,67.6,67.6,"10/27/2019"
"NIAMS",9.8,9.8,9.8,7.5,7.5,7.5,1,1,1,NA,NA,NA,NA,NA,NA,8.5,8.5,8.5,"10/27/2019"
"NICHD",9.8,9.8,9.8,7.7,7.7,7.7,0,0,0,NA,NA,NA,NA,NA,NA,7.7,7.7,7.7,"10/27/2019"
"NINDS",9.8,9.8,9.8,2.7,2.7,2.7,0,0,0,NA,NA,NA,NA,NA,NA,2.7,2.7,2.7,"10/27/2019"
"All DACs",1.6,9.8,7.4,0.1,37.8,13.8,0,72,9.5,0,4.3,1,NA,NA,NA,0.1,72.6,20.9,"10/27/2019"
"CDAC",15.9,15.9,15.9,11.5,11.5,11.5,0,0,0,NA,NA,NA,NA,NA,NA,11.5,11.5,11.5,"10/28/2019"
"JAAMH",0.1,5,2.9,0.8,1.1,1,16,16,16,NA,NA,NA,0.2,0.2,0.2,1.2,16.9,7.1,"10/28/2019"
"NCI DAC",0,15.9,5.4,0.9,6.3,1.4,0,1.4,0.3,0,1.4,0.5,NA,NA,NA,0.9,6.8,1.8,"10/28/2019"
"NHGRI",0,5,2.5,3.8,4.2,4,0,0,0,NA,NA,NA,NA,NA,NA,3.8,4.2,4,"10/28/2019"
"NHLBI",3.2,11,5.9,25,37.2,27.9,14.2,26,20.1,0,0.9,0.2,NA,NA,NA,25,63.2,28.9,"10/28/2019"
"NIDCR",5,5,5,0.8,0.8,0.8,8,8,8,NA,NA,NA,NA,NA,NA,8.8,8.8,8.8,"10/28/2019"
"NIDDK",3.2,5.8,5.2,27.2,27.2,27.2,11.6,11.6,11.6,NA,NA,NA,NA,NA,NA,38.8,38.8,38.8,"10/28/2019"
"NIGMS",0.6,0.6,0.6,52.7,52.7,52.7,5.9,5.9,5.9,NA,NA,NA,NA,NA,NA,58.6,58.6,58.6,"10/28/2019"
"NINDS",0,0,0,1.8,1.8,1.8,22.8,22.8,22.8,NA,NA,NA,NA,NA,NA,24.6,24.6,24.6,"10/28/2019"
"All DACs",0,15.9,5,0.8,52.7,15.3,0,26,3.9,0,1.4,0.2,0.2,0.2,0.2,0.9,63.2,16.1,"10/28/2019"
"JAAMH",3.9,3.9,3.9,0,0,0,15.8,15.8,15.8,NA,NA,NA,NA,NA,NA,15.8,15.8,15.8,"10/29/2019"
"Kids First DAC",0.8,0.8,0.8,1,1,1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,"10/29/2019"
"NCI DAC",0,5.8,3.8,0.2,1.9,0.8,0,1.3,0.1,0,0,0,NA,NA,NA,0.2,1.9,0.9,"10/29/2019"
"NEI",5.1,5.1,5.1,7,7,7,80,80,80,NA,NA,NA,NA,NA,NA,87.1,87.1,87.1,"10/29/2019"
"NHGRI",0.1,11,1.4,2.6,9.1,3.4,0,11.7,2.9,0,0,0,NA,NA,NA,2.6,20.8,4.3,"10/29/2019"
"NHLBI",0,31.8,2.4,0.8,36.2,4.4,0,92,1.1,0,26,5.2,NA,NA,NA,0.9,127.8,5,"10/29/2019"
"NIAMS",5.1,5.1,5.1,6,6,6,7.3,7.3,7.3,NA,NA,NA,NA,NA,NA,13.3,13.3,13.3,"10/29/2019"
"NICHD",5.1,5.1,5.1,6.2,6.2,6.2,29.8,29.8,29.8,NA,NA,NA,NA,NA,NA,36,36,36,"10/29/2019"
"NIDCR",0.2,0.2,0.2,2.9,2.9,2.9,NA,NA,NA,4.8,4.8,4.8,NA,NA,NA,7.7,7.7,7.7,"10/29/2019"
"NIDDK",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/29/2019"
"NIGMS",0,5.1,2.6,51.9,52.1,52,5.9,5.9,5.9,NA,NA,NA,5.9,5.9,5.9,57.8,58,57.9,"10/29/2019"
"NINDS",5.1,5.1,5.1,1.2,1.2,1.2,0,33,15.2,NA,NA,NA,NA,NA,NA,1.2,34.1,16.4,"10/29/2019"
"All DACs",0,31.8,2.9,0,52.1,3.7,0,92,2.8,0,26,2.7,5.9,5.9,5.9,0.2,127.8,6,"10/29/2019"
"CDAC",5.2,5.2,5.2,9,9,9,0,0,0,NA,NA,NA,NA,NA,NA,9,9,9,"10/30/2019"
"JAAMH",0,5.2,4.6,5.5,6,5.9,9,9,9,NA,NA,NA,NA,NA,NA,14.5,14.9,14.8,"10/30/2019"
"NCI DAC",0,16.2,1.9,0,1.5,0.8,0,0.5,0.1,0,0.1,0,NA,NA,NA,0,1.5,0.9,"10/30/2019"
"NHGRI",0,21.7,3.6,2.2,14.9,5.2,0,11.7,2,0,5.9,1.1,NA,NA,NA,4.6,20,7.4,"10/30/2019"
"NHLBI",5.2,5.2,5.2,35,35,35,1,1,1,NA,NA,NA,NA,NA,NA,36,36,36,"10/30/2019"
"NIAMS",1.7,1.7,1.7,5.2,5.2,5.2,NA,NA,NA,1,1,1,NA,NA,NA,6.2,6.2,6.2,"10/30/2019"
"NICHD",5.2,5.2,5.2,5,5,5,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,"10/30/2019"
"NIDCR",0,1.7,0.8,1.9,2.3,2.1,4.9,4.9,4.9,4.9,4.9,4.9,NA,NA,NA,6.8,7.2,7,"10/30/2019"
"NIDDK",0,1.7,0.8,25.3,25.3,25.3,11.6,11.6,11.6,NA,NA,NA,NA,NA,NA,37,37,37,"10/30/2019"
"NIGMS",0,0,0,50.9,50.9,50.9,5.9,5.9,5.9,NA,NA,NA,NA,NA,NA,56.8,56.8,56.8,"10/30/2019"
"NINDS",0,0,0,0.1,0.1,0.1,0,22.8,5.7,0,0,0,NA,NA,NA,0.1,22.8,4.7,"10/30/2019"
"All DACs",0,21.7,3.3,0,50.9,5.9,0,22.8,4.5,0,5.9,0.9,NA,NA,NA,0,56.8,9.9,"10/30/2019"
"JAAMH",0,0.8,0.2,4.6,5,4.8,9,9,9,NA,NA,NA,0.2,0.2,0.2,4.8,14,13,"10/31/2019"
"NCI DAC",0,29,13.4,0,1,0.5,0,1.9,0.8,NA,NA,NA,NA,NA,NA,0,2.6,1.2,"10/31/2019"
"NEI",2.2,22.1,8.8,50.2,50.3,50.2,0,0,0,NA,NA,NA,NA,NA,NA,50.2,50.3,50.2,"10/31/2019"
"NHGRI",0,21,6,4,4.2,4.1,0,0,0,0,0,0,NA,NA,NA,4,4.2,4.1,"10/31/2019"
"NHLBI",0,10.6,0.8,0,34,2.3,0,26,1.3,NA,NA,NA,NA,NA,NA,0,60,3.7,"10/31/2019"
"NICHD",0.1,0.1,0.1,4.2,4.2,4.2,29.8,29.8,29.8,NA,NA,NA,NA,NA,NA,34,34,34,"10/31/2019"
"NIGMS",0,0,0,49.8,49.8,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/31/2019"
"NINDS",0.2,0.2,0.2,3.8,3.8,3.8,60,60,60,NA,NA,NA,NA,NA,NA,63.8,63.8,63.8,"10/31/2019"
"All DACs",0,29,3.3,0,50.3,5.9,0,60,2.8,0,0,0,0.2,0.2,0.2,0,63.8,8.2,"10/31/2019"
"CDAC",267.8,267.8,267.8,7,7,7,0,0,0,NA,NA,NA,NA,NA,NA,7,7,7,"11/01/2019"
"ES DAC",0,0,0,6.9,6.9,6.9,0,0,0,NA,NA,NA,NA,NA,NA,6.9,6.9,6.9,"11/01/2019"
"JAAMH",0,12.7,1.1,2.8,4.1,3.7,9,65,21.1,0.2,0.2,0.2,0.2,0.2,0.2,4,68.1,21.3,"11/01/2019"
"Kids First DAC",0,0,0,0.6,0.6,0.6,2.9,2.9,2.9,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,"11/01/2019"
"NCI DAC",0,267.8,114.7,0,7,0.7,0,3.9,0.7,0,2.2,0.2,NA,NA,NA,0.8,7,1.4,"11/01/2019"
"NEI",0.3,12.7,8.6,49,49.1,49.1,0,2.8,0.9,NA,NA,NA,NA,NA,NA,49,51.9,50,"11/01/2019"
"NHGRI",0,267.8,119,0.6,6.7,4,0,11.7,0.4,0,0,0,NA,NA,NA,1.3,18.4,4.4,"11/01/2019"
"NHLBI",0,267.8,22,28.1,39.7,32.8,19.2,26,25.6,0,25.9,4.3,NA,NA,NA,28.1,59.1,53.5,"11/01/2019"
"NIAMS",0,0,0,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,3.9,3.9,3.9,"11/01/2019"
"NICHD",0,14.4,7.5,2.9,3,2.9,0,0,0,NA,NA,NA,NA,NA,NA,2.9,3,2.9,"11/01/2019"
"NIDDK",0,0,0,23.2,23.5,23.3,11.6,11.6,11.6,NA,NA,NA,NA,NA,NA,34.8,35.1,34.9,"11/01/2019"
"NIGMS",0,267.8,162,48.9,49.2,49,6,6,6,NA,NA,NA,NA,NA,NA,54.8,55.1,55,"11/01/2019"
"NINDS",0,267.8,59.5,2.8,3.1,3,0,0,0,NA,NA,NA,0,0,0,2.8,3.1,3,"11/01/2019"
"All DACs",0,267.8,85,0,49.2,6.3,0,65,5.3,0,25.9,1.2,0,0.2,0.1,0.8,68.1,11.3,"11/01/2019"
"NCI DAC",1.2,1.2,1.2,0.8,0.8,0.8,NA,NA,NA,0,0,0,NA,NA,NA,0.8,0.8,0.8,"11/02/2019"
"NIDDK",0.5,0.5,0.5,22.8,22.8,22.8,11.8,11.8,11.8,NA,NA,NA,NA,NA,NA,34.5,34.5,34.5,"11/02/2019"
"All DACs",0.5,1.2,0.7,0.8,22.8,15.4,11.8,11.8,11.8,0,0,0,NA,NA,NA,0.8,34.5,23.3,"11/02/2019"
"JAAMH",19.8,19.8,19.8,1.8,1.8,1.8,9,9,9,NA,NA,NA,NA,NA,NA,10.7,10.7,10.7,"11/03/2019"
"NCI DAC",2.8,2.8,2.8,0.1,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,"11/03/2019"
"NHGRI",5.2,19.8,12.5,1.7,4,2.8,0,0,0,0,0,0,NA,NA,NA,1.7,4,2.8,"11/03/2019"
"NINDS",19.8,19.8,19.8,0.7,0.7,0.7,11,60,23.2,NA,NA,NA,NA,NA,NA,11.7,60.7,23.9,"11/03/2019"
"All DACs",2.8,19.8,15.7,0.1,4,1.3,0,60,11.7,0,0,0,NA,NA,NA,0.1,60.7,12,"11/03/2019"
"ES DAC",0.2,0.2,0.2,3.8,3.8,3.8,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,11,11,11,"11/04/2019"
"JAAMH",0.1,3.3,1.4,0.7,7,2.3,9,58,16,NA,NA,NA,0,0.2,0.1,1.3,65,16.3,"11/04/2019"
"NCI DAC",0,73.8,5.2,0,3.2,1,0,1.9,0.1,0,0,0,NA,NA,NA,0,3.2,1.1,"11/04/2019"
"NEI",3,3,3,49.1,49.1,49.1,NA,NA,NA,NA,NA,NA,0,0,0,49.1,49.1,49.1,"11/04/2019"
"NHGRI",0,62.9,5.6,1,3.5,1.6,0,13.8,2.2,0,0,0,NA,NA,NA,1,15.3,3.6,"11/04/2019"
"NHLBI",0.1,47.4,3.9,0.7,36.9,10.9,0,26,1.9,0,0,0,NA,NA,NA,0.7,56.2,12.2,"11/04/2019"
"NIAID",0.1,0.1,0.1,21.8,21.8,21.8,13,13,13,NA,NA,NA,NA,NA,NA,34.8,34.8,34.8,"11/04/2019"
"NIGMS",2.7,2.7,2.7,46.1,46.1,46.1,6,6,6,NA,NA,NA,NA,NA,NA,52.1,52.1,52.1,"11/04/2019"
"All DACs",0,73.8,4.4,0,49.1,5.9,0,58,2.7,0,0,0,0,0.2,0.1,0,65,7.9,"11/04/2019"
"CDAC",0.7,3.8,2.3,3.2,3.2,3.2,0,0,0,NA,NA,NA,NA,NA,NA,3.2,3.2,3.2,"11/05/2019"
"ES DAC",1,5,3,2.8,3,2.9,0,0,0,NA,NA,NA,0,0,0,2.8,3,2.9,"11/05/2019"
"JAAMH",0,5.9,3.1,0,6.9,0.3,1.8,9,8.8,NA,NA,NA,0.3,0.3,0.3,0.4,9.3,8.7,"11/05/2019"
"Kids First DAC",0.9,0.9,0.9,2,2,2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,2.2,2.2,2.2,"11/05/2019"
"NCI DAC",0,5,1.5,0.9,3.2,1.6,0,9.5,0.8,0,63.2,12.6,NA,NA,NA,0.9,64.7,4.2,"11/05/2019"
"NEI",0.7,3.8,1.3,0.1,58.8,27.2,2.8,21,14.9,NA,NA,NA,NA,NA,NA,48.1,79.8,69.2,"11/05/2019"
"NHGRI",0,5.9,2.7,0.7,2.7,1.2,0,13,1,0,0,0,NA,NA,NA,0.7,14.4,2.1,"11/05/2019"
"NHLBI",0,6.9,3.8,29.8,63.7,33.9,5.3,19.3,14.6,0,0,0,NA,NA,NA,29.8,69,37.6,"11/05/2019"
"NICHD",0.7,0.7,0.7,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,"11/05/2019"
"NIDCR",0.7,0.7,0.7,10,10,10,7.1,7.1,7.1,NA,NA,NA,NA,NA,NA,17.2,17.2,17.2,"11/05/2019"
"NIDDK",1.4,4,2.9,19.1,19.5,19.2,11.6,11.6,11.6,NA,NA,NA,NA,NA,NA,30.7,31.1,30.8,"11/05/2019"
"NIGMS",0.7,4,2.3,45.2,45.2,45.2,NA,NA,NA,NA,NA,NA,6,6,6,51.1,51.1,51.1,"11/05/2019"
"NINDS",3.1,4,3.5,0.9,1.4,1,1,23,7.2,1.1,1.1,1.1,NA,NA,NA,1.9,24.1,7.4,"11/05/2019"
"All DACs",0,6.9,2.6,0,63.7,5.1,0,23,4.7,0,63.2,3.6,0,6,1.6,0.4,79.8,9.7,"11/05/2019"
"JAAMH",0,36.3,12.6,6,6.6,6.2,1.8,7,5.5,NA,NA,NA,NA,NA,NA,8,13.6,11.7,"11/06/2019"
"Kids First DAC",0.1,0.7,0.7,1.1,1.3,1.3,0,0,0,0,0,0,NA,NA,NA,1.1,1.3,1.3,"11/06/2019"
"NCI DAC",0,46.8,5.3,0.8,2,1.3,0,9.5,1.3,0,0,0,NA,NA,NA,0.8,11.2,2.5,"11/06/2019"
"NHGRI",0.1,9.2,3.7,0,1.6,0.7,0,12.8,5.4,0,0,0,NA,NA,NA,0,13.3,5.7,"11/06/2019"
